"epoch","yv5s-coco-zipf-mixup0.3 - _step","yv5s-coco-zipf-mixup0.3 - _step__MIN","yv5s-coco-zipf-mixup0.3 - _step__MAX","yv5s-coco-zipf-mixup0.3 - map","yv5s-coco-zipf-mixup0.3 - map__MIN","yv5s-coco-zipf-mixup0.3 - map__MAX","yv5s-coco-zipf-no-mosaic - _step","yv5s-coco-zipf-no-mosaic - _step__MIN","yv5s-coco-zipf-no-mosaic - _step__MAX","yv5s-coco-zipf-no-mosaic - map","yv5s-coco-zipf-no-mosaic - map__MIN","yv5s-coco-zipf-no-mosaic - map__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - map","yv5s-coco-zipf - map__MIN","yv5s-coco-zipf - map__MAX"
"245","2975","2975","2975","0.3297518180578849","0.3297518180578849","0.3297518180578849","2975","2975","2975","0.2486580252937854","0.2486580252937854","0.2486580252937854","2975","2975","2975","0.29498204471264283","0.29498204471264283","0.29498204471264283"
"246","2987","2987","2987","0.32418573292737934","0.32418573292737934","0.32418573292737934","2987","2987","2987","0.23466527696772532","0.23466527696772532","0.23466527696772532","2987","2987","2987","0.29486741502526986","0.29486741502526986","0.29486741502526986"
"247","2999","2999","2999","0.3207843926530479","0.3207843926530479","0.3207843926530479","2999","2999","2999","0.24836265302281527","0.24836265302281527","0.24836265302281527","2999","2999","2999","0.296479959607663","0.296479959607663","0.296479959607663"
"248","3011","3011","3011","0.3280805515854548","0.3280805515854548","0.3280805515854548","3011","3011","3011","0.2436406258634947","0.2436406258634947","0.2436406258634947","3011","3011","3011","0.30018521489529376","0.30018521489529376","0.30018521489529376"
"249","3024","3024","3024","0.3220563634529072","0.3220563634529072","0.3220563634529072","3024","3024","3024","0.24256591549931758","0.24256591549931758","0.24256591549931758","3024","3024","3024","0.2960032996292818","0.2960032996292818","0.2960032996292818"
"250","3036","3036","3036","0.33826024759184453","0.33826024759184453","0.33826024759184453","3036","3036","3036","0.2473771452556815","0.2473771452556815","0.2473771452556815","3036","3036","3036","0.3098627939653807","0.3098627939653807","0.3098627939653807"
"251","3048","3048","3048","0.3270067954774282","0.3270067954774282","0.3270067954774282","3048","3048","3048","0.2437798426919529","0.2437798426919529","0.2437798426919529","3048","3048","3048","0.3028525473186789","0.3028525473186789","0.3028525473186789"
"252","3060","3060","3060","0.33054555689853493","0.33054555689853493","0.33054555689853493","3060","3060","3060","0.2477253555271944","0.2477253555271944","0.2477253555271944","3060","3060","3060","0.3004275608435747","0.3004275608435747","0.3004275608435747"
"253","3072","3072","3072","0.3301277206623176","0.3301277206623176","0.3301277206623176","3072","3072","3072","0.25285109074994233","0.25285109074994233","0.25285109074994233","3072","3072","3072","0.31151454102029363","0.31151454102029363","0.31151454102029363"
"254","3084","3084","3084","0.31949241519107774","0.31949241519107774","0.31949241519107774","3084","3084","3084","0.24862675621903405","0.24862675621903405","0.24862675621903405","3084","3084","3084","0.3000589360605462","0.3000589360605462","0.3000589360605462"
"255","3096","3096","3096","0.3310302795495077","0.3310302795495077","0.3310302795495077","3096","3096","3096","0.25431439790562566","0.25431439790562566","0.25431439790562566","3096","3096","3096","0.2981305126325657","0.2981305126325657","0.2981305126325657"
"256","3108","3108","3108","0.3217182639698407","0.3217182639698407","0.3217182639698407","3108","3108","3108","0.25210532091429594","0.25210532091429594","0.25210532091429594","3108","3108","3108","0.3011817377834269","0.3011817377834269","0.3011817377834269"
"257","3120","3120","3120","0.3248134768266091","0.3248134768266091","0.3248134768266091","3120","3120","3120","0.24416209124465652","0.24416209124465652","0.24416209124465652","3120","3120","3120","0.3039389744945887","0.3039389744945887","0.3039389744945887"
"258","3132","3132","3132","0.3298893169114416","0.3298893169114416","0.3298893169114416","3132","3132","3132","0.2458771789191187","0.2458771789191187","0.2458771789191187","3132","3132","3132","0.2996281969856512","0.2996281969856512","0.2996281969856512"
"259","3145","3145","3145","0.33202494340811967","0.33202494340811967","0.33202494340811967","3145","3145","3145","0.2514312117197465","0.2514312117197465","0.2514312117197465","3145","3145","3145","0.3066426282618705","0.3066426282618705","0.3066426282618705"
"260","3157","3157","3157","0.3235300641049609","0.3235300641049609","0.3235300641049609","3157","3157","3157","0.2529665379686914","0.2529665379686914","0.2529665379686914","3157","3157","3157","0.30802052806590413","0.30802052806590413","0.30802052806590413"
"261","3169","3169","3169","0.32876024966692485","0.32876024966692485","0.32876024966692485","3169","3169","3169","0.2535879512724293","0.2535879512724293","0.2535879512724293","3169","3169","3169","0.30043743622294034","0.30043743622294034","0.30043743622294034"
"262","3181","3181","3181","0.3309829323761287","0.3309829323761287","0.3309829323761287","3181","3181","3181","0.24847176670900936","0.24847176670900936","0.24847176670900936","3181","3181","3181","0.3031809693659302","0.3031809693659302","0.3031809693659302"
"263","3193","3193","3193","0.3309436491247191","0.3309436491247191","0.3309436491247191","3193","3193","3193","0.24834594671564736","0.24834594671564736","0.24834594671564736","3193","3193","3193","0.30531936585016783","0.30531936585016783","0.30531936585016783"
"264","3205","3205","3205","0.32831799985166044","0.32831799985166044","0.32831799985166044","3205","3205","3205","0.24628343754117035","0.24628343754117035","0.24628343754117035","3205","3205","3205","0.30246151513705544","0.30246151513705544","0.30246151513705544"
"265","3217","3217","3217","0.33108058446056426","0.33108058446056426","0.33108058446056426","3217","3217","3217","0.24929049906109102","0.24929049906109102","0.24929049906109102","3217","3217","3217","0.30937258480584484","0.30937258480584484","0.30937258480584484"
"266","3229","3229","3229","0.3364830962266909","0.3364830962266909","0.3364830962266909","3229","3229","3229","0.25221257511438483","0.25221257511438483","0.25221257511438483","3229","3229","3229","0.3132164482624598","0.3132164482624598","0.3132164482624598"
"267","3241","3241","3241","0.3282706908209652","0.3282706908209652","0.3282706908209652","3241","3241","3241","0.25173958650978867","0.25173958650978867","0.25173958650978867","3241","3241","3241","0.30417946765645165","0.30417946765645165","0.30417946765645165"
"268","3253","3253","3253","0.3282986413424375","0.3282986413424375","0.3282986413424375","3253","3253","3253","0.24846249632869954","0.24846249632869954","0.24846249632869954","3253","3253","3253","0.3034533293516609","0.3034533293516609","0.3034533293516609"
"269","3266","3266","3266","0.33619854300936514","0.33619854300936514","0.33619854300936514","3266","3266","3266","0.24950762519644903","0.24950762519644903","0.24950762519644903","3266","3266","3266","0.3043627070585007","0.3043627070585007","0.3043627070585007"
"270","3278","3278","3278","0.3350008708205885","0.3350008708205885","0.3350008708205885","3278","3278","3278","0.2451913925188281","0.2451913925188281","0.2451913925188281","3278","3278","3278","0.30952830224104266","0.30952830224104266","0.30952830224104266"
"271","3290","3290","3290","0.33128478630031083","0.33128478630031083","0.33128478630031083","3290","3290","3290","0.25171555069927876","0.25171555069927876","0.25171555069927876","3290","3290","3290","0.3101410689518938","0.3101410689518938","0.3101410689518938"
"272","3302","3302","3302","0.33054831588081085","0.33054831588081085","0.33054831588081085","3302","3302","3302","0.2498538768916763","0.2498538768916763","0.2498538768916763","3302","3302","3302","0.3101402723903335","0.3101402723903335","0.3101402723903335"
"273","3314","3314","3314","0.3371618648876041","0.3371618648876041","0.3371618648876041","3314","3314","3314","0.2488352256736816","0.2488352256736816","0.2488352256736816","3314","3314","3314","0.30568456813828","0.30568456813828","0.30568456813828"
"274","3326","3326","3326","0.33304014031228735","0.33304014031228735","0.33304014031228735","3326","3326","3326","0.24474924200868925","0.24474924200868925","0.24474924200868925","3326","3326","3326","0.3059586204073702","0.3059586204073702","0.3059586204073702"
"275","3338","3338","3338","0.33005845156742836","0.33005845156742836","0.33005845156742836","3338","3338","3338","0.24113806136850344","0.24113806136850344","0.24113806136850344","3338","3338","3338","0.30811407118400025","0.30811407118400025","0.30811407118400025"
"276","3350","3350","3350","0.3378915933921327","0.3378915933921327","0.3378915933921327","3350","3350","3350","0.24438124002199726","0.24438124002199726","0.24438124002199726","3350","3350","3350","0.31192843357058386","0.31192843357058386","0.31192843357058386"
"277","3362","3362","3362","0.3343783418821433","0.3343783418821433","0.3343783418821433","3362","3362","3362","0.2547977676998666","0.2547977676998666","0.2547977676998666","3362","3362","3362","0.30778651269232726","0.30778651269232726","0.30778651269232726"
"278","3374","3374","3374","0.3315611388243236","0.3315611388243236","0.3315611388243236","3374","3374","3374","0.2476178622399075","0.2476178622399075","0.2476178622399075","3374","3374","3374","0.31076099228149323","0.31076099228149323","0.31076099228149323"
"279","3387","3387","3387","0.3397845549210877","0.3397845549210877","0.3397845549210877","3387","3387","3387","0.2476623217704819","0.2476623217704819","0.2476623217704819","3387","3387","3387","0.3101445345845291","0.3101445345845291","0.3101445345845291"
"280","3399","3399","3399","0.33633739782934774","0.33633739782934774","0.33633739782934774","3399","3399","3399","0.2503448245422441","0.2503448245422441","0.2503448245422441","3399","3399","3399","0.31582857340323905","0.31582857340323905","0.31582857340323905"
"281","3411","3411","3411","0.32826514752047675","0.32826514752047675","0.32826514752047675","3411","3411","3411","0.24877726296378408","0.24877726296378408","0.24877726296378408","3411","3411","3411","0.31335276366707343","0.31335276366707343","0.31335276366707343"
"282","3423","3423","3423","0.3383831531483858","0.3383831531483858","0.3383831531483858","3423","3423","3423","0.24698321626617997","0.24698321626617997","0.24698321626617997","3423","3423","3423","0.31169486566044285","0.31169486566044285","0.31169486566044285"
"283","3435","3435","3435","0.3387397526377262","0.3387397526377262","0.3387397526377262","3435","3435","3435","0.24937176040879436","0.24937176040879436","0.24937176040879436","3435","3435","3435","0.30596251318963874","0.30596251318963874","0.30596251318963874"
"284","3447","3447","3447","0.33363702130766504","0.33363702130766504","0.33363702130766504","3447","3447","3447","0.25297561197180163","0.25297561197180163","0.25297561197180163","3447","3447","3447","0.31936915067915","0.31936915067915","0.31936915067915"
"285","3459","3459","3459","0.3373265117512941","0.3373265117512941","0.3373265117512941","3459","3459","3459","0.2533163674943568","0.2533163674943568","0.2533163674943568","3459","3459","3459","0.31942663295214224","0.31942663295214224","0.31942663295214224"
"286","3471","3471","3471","0.3327527855815132","0.3327527855815132","0.3327527855815132","3471","3471","3471","0.2520169990694429","0.2520169990694429","0.2520169990694429","3471","3471","3471","0.3157242295529775","0.3157242295529775","0.3157242295529775"
"287","3483","3483","3483","0.33463599412413864","0.33463599412413864","0.33463599412413864","3483","3483","3483","0.2540765168224076","0.2540765168224076","0.2540765168224076","3483","3483","3483","0.3134717093677353","0.3134717093677353","0.3134717093677353"
"288","3495","3495","3495","0.3407580844132108","0.3407580844132108","0.3407580844132108","3495","3495","3495","0.25340223816691254","0.25340223816691254","0.25340223816691254","3495","3495","3495","0.3181246439225293","0.3181246439225293","0.3181246439225293"
"289","3508","3508","3508","0.33955482118718683","0.33955482118718683","0.33955482118718683","3508","3508","3508","0.25125503560265916","0.25125503560265916","0.25125503560265916","3508","3508","3508","0.3137714346795873","0.3137714346795873","0.3137714346795873"
"290","3520","3520","3520","0.33649656676519885","0.33649656676519885","0.33649656676519885","3520","3520","3520","0.2512625772513491","0.2512625772513491","0.2512625772513491","3520","3520","3520","0.316142434333896","0.316142434333896","0.316142434333896"
"291","3532","3532","3532","0.3349746336626901","0.3349746336626901","0.3349746336626901","3532","3532","3532","0.2524160353494845","0.2524160353494845","0.2524160353494845","3532","3532","3532","0.31754149384734476","0.31754149384734476","0.31754149384734476"
"292","3544","3544","3544","0.3364057945259121","0.3364057945259121","0.3364057945259121","3544","3544","3544","0.2529197869062599","0.2529197869062599","0.2529197869062599","3544","3544","3544","0.3172427416550727","0.3172427416550727","0.3172427416550727"
"293","3556","3556","3556","0.3432768722326884","0.3432768722326884","0.3432768722326884","3556","3556","3556","0.25129004379760356","0.25129004379760356","0.25129004379760356","3556","3556","3556","0.31371517626268647","0.31371517626268647","0.31371517626268647"
"294","3568","3568","3568","0.34181676706495767","0.34181676706495767","0.34181676706495767","3568","3568","3568","0.25231682480997414","0.25231682480997414","0.25231682480997414","3568","3568","3568","0.31705986542524894","0.31705986542524894","0.31705986542524894"
"295","3580","3580","3580","0.3404480423540125","0.3404480423540125","0.3404480423540125","3580","3580","3580","0.2536307910386372","0.2536307910386372","0.2536307910386372","3580","3580","3580","0.3163957042845885","0.3163957042845885","0.3163957042845885"
"296","3592","3592","3592","0.34173093699763274","0.34173093699763274","0.34173093699763274","3592","3592","3592","0.2524507204877216","0.2524507204877216","0.2524507204877216","3592","3592","3592","0.31686135937132076","0.31686135937132076","0.31686135937132076"
"297","3604","3604","3604","0.33924653468299776","0.33924653468299776","0.33924653468299776","3604","3604","3604","0.2515828138190529","0.2515828138190529","0.2515828138190529","3604","3604","3604","0.31814018842827524","0.31814018842827524","0.31814018842827524"
"298","3616","3616","3616","0.3408766463486801","0.3408766463486801","0.3408766463486801","3616","3616","3616","0.25153365977389286","0.25153365977389286","0.25153365977389286","3616","3616","3616","0.31808444229535154","0.31808444229535154","0.31808444229535154"
"299","3629","3629","3629","0.3437271276575181","0.3437271276575181","0.3437271276575181","3629","3629","3629","0.2530505431560105","0.2530505431560105","0.2530505431560105","3629","3629","3629","0.3206526674658356","0.3206526674658356","0.3206526674658356"
