"epoch","yv5s-coco-zipf-loss-weights-tuned - _step","yv5s-coco-zipf-loss-weights-tuned - _step__MIN","yv5s-coco-zipf-loss-weights-tuned - _step__MAX","yv5s-coco-zipf-loss-weights-tuned - map","yv5s-coco-zipf-loss-weights-tuned - map__MIN","yv5s-coco-zipf-loss-weights-tuned - map__MAX","yv5s-coco-zipf-loss-weights - _step","yv5s-coco-zipf-loss-weights - _step__MIN","yv5s-coco-zipf-loss-weights - _step__MAX","yv5s-coco-zipf-loss-weights - map","yv5s-coco-zipf-loss-weights - map__MIN","yv5s-coco-zipf-loss-weights - map__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - map","yv5s-coco-zipf - map__MIN","yv5s-coco-zipf - map__MAX"
"124","1511","1511","1511","0.26715588569641113","0.26715588569641113","0.26715588569641113","1511","1511","1511","0.19222590327262878","0.19222590327262878","0.19222590327262878","1511","1511","1511","0.2737421649773986","0.2737421649773986","0.2737421649773986"
"125","1523","1523","1523","0.25846797227859497","0.25846797227859497","0.25846797227859497","1523","1523","1523","0.19129468500614166","0.19129468500614166","0.19129468500614166","1523","1523","1523","0.28547646618656164","0.28547646618656164","0.28547646618656164"
"126","1535","1535","1535","0.24762684106826782","0.24762684106826782","0.24762684106826782","1535","1535","1535","0.18506643176078796","0.18506643176078796","0.18506643176078796","1535","1535","1535","0.26598135765844916","0.26598135765844916","0.26598135765844916"
"127","1547","1547","1547","0.2615431547164917","0.2615431547164917","0.2615431547164917","1547","1547","1547","0.18325452506542206","0.18325452506542206","0.18325452506542206","1547","1547","1547","0.28808600828056574","0.28808600828056574","0.28808600828056574"
"128","1559","1559","1559","0.2585500180721283","0.2585500180721283","0.2585500180721283","1559","1559","1559","0.19383612275123596","0.19383612275123596","0.19383612275123596","1559","1559","1559","0.26290558635340155","0.26290558635340155","0.26290558635340155"
"129","1572","1572","1572","0.2624097764492035","0.2624097764492035","0.2624097764492035","1572","1572","1572","0.17986804246902466","0.17986804246902466","0.17986804246902466","1572","1572","1572","0.2788185345455954","0.2788185345455954","0.2788185345455954"
"130","1584","1584","1584","0.26365652680397034","0.26365652680397034","0.26365652680397034","1584","1584","1584","0.19524824619293213","0.19524824619293213","0.19524824619293213","1584","1584","1584","0.28328888875824615","0.28328888875824615","0.28328888875824615"
"131","1596","1596","1596","0.2596941888332367","0.2596941888332367","0.2596941888332367","1596","1596","1596","0.1842479109764099","0.1842479109764099","0.1842479109764099","1596","1596","1596","0.2772110539972594","0.2772110539972594","0.2772110539972594"
"132","1608","1608","1608","0.25405779480934143","0.25405779480934143","0.25405779480934143","1608","1608","1608","0.18951928615570068","0.18951928615570068","0.18951928615570068","1608","1608","1608","0.28621149923570766","0.28621149923570766","0.28621149923570766"
"133","1620","1620","1620","0.2504916489124298","0.2504916489124298","0.2504916489124298","1620","1620","1620","0.18768295645713806","0.18768295645713806","0.18768295645713806","1620","1620","1620","0.2863196555013003","0.2863196555013003","0.2863196555013003"
"134","1632","1632","1632","0.26221808791160583","0.26221808791160583","0.26221808791160583","1632","1632","1632","0.1935957372188568","0.1935957372188568","0.1935957372188568","1632","1632","1632","0.2677440177106245","0.2677440177106245","0.2677440177106245"
"135","1644","1644","1644","0.25700902938842773","0.25700902938842773","0.25700902938842773","1644","1644","1644","0.20123380422592163","0.20123380422592163","0.20123380422592163","1644","1644","1644","0.2864866615956584","0.2864866615956584","0.2864866615956584"
"136","1656","1656","1656","0.2693881094455719","0.2693881094455719","0.2693881094455719","1656","1656","1656","0.200217142701149","0.200217142701149","0.200217142701149","1656","1656","1656","0.28761701389631067","0.28761701389631067","0.28761701389631067"
"137","1668","1668","1668","0.27428457140922546","0.27428457140922546","0.27428457140922546","1668","1668","1668","0.19461610913276672","0.19461610913276672","0.19461610913276672","1668","1668","1668","0.29630061722130685","0.29630061722130685","0.29630061722130685"
"138","1680","1680","1680","0.2592768371105194","0.2592768371105194","0.2592768371105194","1680","1680","1680","0.1937394142150879","0.1937394142150879","0.1937394142150879","1680","1680","1680","0.28884842011742284","0.28884842011742284","0.28884842011742284"
"139","1693","1693","1693","0.2593457102775574","0.2593457102775574","0.2593457102775574","1693","1693","1693","0.20216533541679382","0.20216533541679382","0.20216533541679382","1693","1693","1693","0.2811997328260126","0.2811997328260126","0.2811997328260126"
"140","1705","1705","1705","0.2640266716480255","0.2640266716480255","0.2640266716480255","1705","1705","1705","0.1905485838651657","0.1905485838651657","0.1905485838651657","1705","1705","1705","0.28193242239344085","0.28193242239344085","0.28193242239344085"
"141","1717","1717","1717","0.26628735661506653","0.26628735661506653","0.26628735661506653","1717","1717","1717","0.18577031791210175","0.18577031791210175","0.18577031791210175","1717","1717","1717","0.28013376967687925","0.28013376967687925","0.28013376967687925"
"142","1729","1729","1729","0.2568633258342743","0.2568633258342743","0.2568633258342743","1729","1729","1729","0.19186663627624512","0.19186663627624512","0.19186663627624512","1729","1729","1729","0.279706566695839","0.279706566695839","0.279706566695839"
"143","1741","1741","1741","0.24953849613666534","0.24953849613666534","0.24953849613666534","1741","1741","1741","0.19314594566822052","0.19314594566822052","0.19314594566822052","1741","1741","1741","0.2867222329015347","0.2867222329015347","0.2867222329015347"
"144","1753","1753","1753","0.2637050449848175","0.2637050449848175","0.2637050449848175","1753","1753","1753","0.1986270397901535","0.1986270397901535","0.1986270397901535","1753","1753","1753","0.29174565874242936","0.29174565874242936","0.29174565874242936"
"145","1765","1765","1765","0.26690253615379333","0.26690253615379333","0.26690253615379333","1765","1765","1765","0.19787919521331787","0.19787919521331787","0.19787919521331787","1765","1765","1765","0.2848973802060822","0.2848973802060822","0.2848973802060822"
"146","1777","1777","1777","0.2653571665287018","0.2653571665287018","0.2653571665287018","1777","1777","1777","0.19110986590385437","0.19110986590385437","0.19110986590385437","1777","1777","1777","0.28928176157656393","0.28928176157656393","0.28928176157656393"
"147","1789","1789","1789","0.2686913013458252","0.2686913013458252","0.2686913013458252","1789","1789","1789","0.19917742908000946","0.19917742908000946","0.19917742908000946","1789","1789","1789","0.2833870580886833","0.2833870580886833","0.2833870580886833"
"148","1801","1801","1801","0.2657865881919861","0.2657865881919861","0.2657865881919861","1801","1801","1801","0.20346608757972717","0.20346608757972717","0.20346608757972717","1801","1801","1801","0.28218851932247224","0.28218851932247224","0.28218851932247224"
"149","1814","1814","1814","0.26779380440711975","0.26779380440711975","0.26779380440711975","1814","1814","1814","0.19888807833194733","0.19888807833194733","0.19888807833194733","1814","1814","1814","0.2939964244225003","0.2939964244225003","0.2939964244225003"
"150","1826","1826","1826","0.26065313816070557","0.26065313816070557","0.26065313816070557","1826","1826","1826","0.20172300934791565","0.20172300934791565","0.20172300934791565","1826","1826","1826","0.28464247478755017","0.28464247478755017","0.28464247478755017"
"151","1838","1838","1838","0.26794180274009705","0.26794180274009705","0.26794180274009705","1838","1838","1838","0.20011398196220398","0.20011398196220398","0.20011398196220398","1838","1838","1838","0.2918036452747234","0.2918036452747234","0.2918036452747234"
"152","1850","1850","1850","0.260822594165802","0.260822594165802","0.260822594165802","1850","1850","1850","0.19553397595882416","0.19553397595882416","0.19553397595882416","1850","1850","1850","0.2733879757747249","0.2733879757747249","0.2733879757747249"
"153","1862","1862","1862","0.26352444291114807","0.26352444291114807","0.26352444291114807","1862","1862","1862","0.20050136744976044","0.20050136744976044","0.20050136744976044","1862","1862","1862","0.2786666134684319","0.2786666134684319","0.2786666134684319"
"154","1874","1874","1874","0.27055999636650085","0.27055999636650085","0.27055999636650085","1874","1874","1874","0.20595014095306396","0.20595014095306396","0.20595014095306396","1874","1874","1874","0.27693702887586313","0.27693702887586313","0.27693702887586313"
"155","1886","1886","1886","0.2664186954498291","0.2664186954498291","0.2664186954498291","1886","1886","1886","0.20233695209026337","0.20233695209026337","0.20233695209026337","1886","1886","1886","0.2836109394812479","0.2836109394812479","0.2836109394812479"
"156","1898","1898","1898","0.26691174507141113","0.26691174507141113","0.26691174507141113","1898","1898","1898","0.19066758453845978","0.19066758453845978","0.19066758453845978","1898","1898","1898","0.2877826869536196","0.2877826869536196","0.2877826869536196"
"157","1910","1910","1910","0.27710992097854614","0.27710992097854614","0.27710992097854614","1910","1910","1910","0.2145930528640747","0.2145930528640747","0.2145930528640747","1910","1910","1910","0.28942700324849036","0.28942700324849036","0.28942700324849036"
"158","1922","1922","1922","0.26622098684310913","0.26622098684310913","0.26622098684310913","1922","1922","1922","0.19762282073497772","0.19762282073497772","0.19762282073497772","1922","1922","1922","0.2824031543853362","0.2824031543853362","0.2824031543853362"
"159","1935","1935","1935","0.2684246003627777","0.2684246003627777","0.2684246003627777","1935","1935","1935","0.2119482010602951","0.2119482010602951","0.2119482010602951","1935","1935","1935","0.27730735125729644","0.27730735125729644","0.27730735125729644"
"160","1947","1947","1947","0.2707650363445282","0.2707650363445282","0.2707650363445282","1947","1947","1947","0.2091146856546402","0.2091146856546402","0.2091146856546402","1947","1947","1947","0.269126856628532","0.269126856628532","0.269126856628532"
"161","1959","1959","1959","0.2705724239349365","0.2705724239349365","0.2705724239349365","1959","1959","1959","0.18716423213481903","0.18716423213481903","0.18716423213481903","1959","1959","1959","0.28750567709471253","0.28750567709471253","0.28750567709471253"
"162","1971","1971","1971","0.2817583680152893","0.2817583680152893","0.2817583680152893","1971","1971","1971","0.19835221767425537","0.19835221767425537","0.19835221767425537","1971","1971","1971","0.2922288282653524","0.2922288282653524","0.2922288282653524"
"163","1983","1983","1983","0.27514898777008057","0.27514898777008057","0.27514898777008057","1983","1983","1983","0.2089419811964035","0.2089419811964035","0.2089419811964035","1983","1983","1983","0.27642891472073317","0.27642891472073317","0.27642891472073317"
"164","1995","1995","1995","0.274525910615921","0.274525910615921","0.274525910615921","1995","1995","1995","0.21768659353256226","0.21768659353256226","0.21768659353256226","1995","1995","1995","0.2873481093615604","0.2873481093615604","0.2873481093615604"
"165","2007","2007","2007","0.2754876911640167","0.2754876911640167","0.2754876911640167","2007","2007","2007","0.1977742612361908","0.1977742612361908","0.1977742612361908","2007","2007","2007","0.2805164680182121","0.2805164680182121","0.2805164680182121"
"166","2019","2019","2019","0.26605501770973206","0.26605501770973206","0.26605501770973206","2019","2019","2019","0.2032725214958191","0.2032725214958191","0.2032725214958191","2019","2019","2019","0.2891992046685667","0.2891992046685667","0.2891992046685667"
"167","2031","2031","2031","0.27722373604774475","0.27722373604774475","0.27722373604774475","2031","2031","2031","0.21262677013874054","0.21262677013874054","0.21262677013874054","2031","2031","2031","0.28659465047920674","0.28659465047920674","0.28659465047920674"
"168","2043","2043","2043","0.2718746066093445","0.2718746066093445","0.2718746066093445","2043","2043","2043","0.20901285111904144","0.20901285111904144","0.20901285111904144","2043","2043","2043","0.2883449816543175","0.2883449816543175","0.2883449816543175"
"169","2056","2056","2056","0.2845053970813751","0.2845053970813751","0.2845053970813751","2056","2056","2056","0.21441064774990082","0.21441064774990082","0.21441064774990082","2056","2056","2056","0.2973821164933757","0.2973821164933757","0.2973821164933757"
"170","2068","2068","2068","0.27695131301879883","0.27695131301879883","0.27695131301879883","2068","2068","2068","0.21895071864128113","0.21895071864128113","0.21895071864128113","2068","2068","2068","0.2987964716698637","0.2987964716698637","0.2987964716698637"
"171","2080","2080","2080","0.2665420174598694","0.2665420174598694","0.2665420174598694","2080","2080","2080","0.21689710021018982","0.21689710021018982","0.21689710021018982","2080","2080","2080","0.27921381556087543","0.27921381556087543","0.27921381556087543"
"172","2092","2092","2092","0.2779037654399872","0.2779037654399872","0.2779037654399872","2092","2092","2092","0.21947909891605377","0.21947909891605377","0.21947909891605377","2092","2092","2092","0.2874206707035903","0.2874206707035903","0.2874206707035903"
"173","2104","2104","2104","0.2703073024749756","0.2703073024749756","0.2703073024749756","2104","2104","2104","0.20908382534980774","0.20908382534980774","0.20908382534980774","2104","2104","2104","0.2857893232391179","0.2857893232391179","0.2857893232391179"
"174","2116","2116","2116","0.25964435935020447","0.25964435935020447","0.25964435935020447","2116","2116","2116","0.2153380960226059","0.2153380960226059","0.2153380960226059","2116","2116","2116","0.28648971559038044","0.28648971559038044","0.28648971559038044"
"175","2128","2128","2128","0.27206647396087646","0.27206647396087646","0.27206647396087646","2128","2128","2128","0.21323245763778687","0.21323245763778687","0.21323245763778687","2128","2128","2128","0.28723327902426576","0.28723327902426576","0.28723327902426576"
"176","2140","2140","2140","0.2710648477077484","0.2710648477077484","0.2710648477077484","2140","2140","2140","0.21954679489135742","0.21954679489135742","0.21954679489135742","2140","2140","2140","0.28253922993899333","0.28253922993899333","0.28253922993899333"
"177","2152","2152","2152","0.2702552080154419","0.2702552080154419","0.2702552080154419","2152","2152","2152","0.21585839986801147","0.21585839986801147","0.21585839986801147","2152","2152","2152","0.2937750841451369","0.2937750841451369","0.2937750841451369"
"178","2164","2164","2164","0.27301841974258423","0.27301841974258423","0.27301841974258423","2164","2164","2164","0.21563798189163208","0.21563798189163208","0.21563798189163208","2164","2164","2164","0.27863786554573966","0.27863786554573966","0.27863786554573966"
"179","2177","2177","2177","0.2760787606239319","0.2760787606239319","0.2760787606239319","2177","2177","2177","0.218325674533844","0.218325674533844","0.218325674533844","2177","2177","2177","0.28992199647533146","0.28992199647533146","0.28992199647533146"
"180","2189","2189","2189","0.27868613600730896","0.27868613600730896","0.27868613600730896","2189","2189","2189","0.20481351017951965","0.20481351017951965","0.20481351017951965","2189","2189","2189","0.2941802620465519","0.2941802620465519","0.2941802620465519"
"181","2201","2201","2201","0.27065613865852356","0.27065613865852356","0.27065613865852356","2201","2201","2201","0.21603868901729584","0.21603868901729584","0.21603868901729584","2201","2201","2201","0.2833027206970562","0.2833027206970562","0.2833027206970562"
"182","2213","2213","2213","0.2794692814350128","0.2794692814350128","0.2794692814350128","2213","2213","2213","0.20642249286174774","0.20642249286174774","0.20642249286174774","2213","2213","2213","0.28435635887910565","0.28435635887910565","0.28435635887910565"
"183","2225","2225","2225","0.28234559297561646","0.28234559297561646","0.28234559297561646","2225","2225","2225","0.2110179364681244","0.2110179364681244","0.2110179364681244","2225","2225","2225","0.2823947365933937","0.2823947365933937","0.2823947365933937"
"184","2237","2237","2237","0.2725951075553894","0.2725951075553894","0.2725951075553894","2237","2237","2237","0.21245811879634857","0.21245811879634857","0.21245811879634857","2237","2237","2237","0.281640570358982","0.281640570358982","0.281640570358982"
"185","2249","2249","2249","0.28029903769493103","0.28029903769493103","0.28029903769493103","2249","2249","2249","0.2172892838716507","0.2172892838716507","0.2172892838716507","2249","2249","2249","0.2822428203384188","0.2822428203384188","0.2822428203384188"
"186","2261","2261","2261","0.26920267939567566","0.26920267939567566","0.26920267939567566","2261","2261","2261","0.20782813429832458","0.20782813429832458","0.20782813429832458","2261","2261","2261","0.28678185953424823","0.28678185953424823","0.28678185953424823"
"187","2273","2273","2273","0.27412334084510803","0.27412334084510803","0.27412334084510803","2273","2273","2273","0.21727585792541504","0.21727585792541504","0.21727585792541504","2273","2273","2273","0.28919216764014505","0.28919216764014505","0.28919216764014505"
"188","2285","2285","2285","0.2903532087802887","0.2903532087802887","0.2903532087802887","2285","2285","2285","0.22898826003074646","0.22898826003074646","0.22898826003074646","2285","2285","2285","0.2863234667536332","0.2863234667536332","0.2863234667536332"
"189","2298","2298","2298","0.2837599813938141","0.2837599813938141","0.2837599813938141","2298","2298","2298","0.22287136316299438","0.22287136316299438","0.22287136316299438","2298","2298","2298","0.2895270777271581","0.2895270777271581","0.2895270777271581"
"190","2310","2310","2310","0.294670045375824","0.294670045375824","0.294670045375824","2310","2310","2310","0.21608266234397888","0.21608266234397888","0.21608266234397888","2310","2310","2310","0.29290566256016476","0.29290566256016476","0.29290566256016476"
"191","2322","2322","2322","0.27424779534339905","0.27424779534339905","0.27424779534339905","2322","2322","2322","0.21941614151000977","0.21941614151000977","0.21941614151000977","2322","2322","2322","0.29095680521049183","0.29095680521049183","0.29095680521049183"
"192","2334","2334","2334","0.27635613083839417","0.27635613083839417","0.27635613083839417","2334","2334","2334","0.21795034408569336","0.21795034408569336","0.21795034408569336","2334","2334","2334","0.2907697020019869","0.2907697020019869","0.2907697020019869"
"193","2346","2346","2346","0.2871397137641907","0.2871397137641907","0.2871397137641907","2346","2346","2346","0.22751274704933167","0.22751274704933167","0.22751274704933167","2346","2346","2346","0.288306845832166","0.288306845832166","0.288306845832166"
"194","2358","2358","2358","0.2804546654224396","0.2804546654224396","0.2804546654224396","2358","2358","2358","0.21893596649169922","0.21893596649169922","0.21893596649169922","2358","2358","2358","0.2771232831559841","0.2771232831559841","0.2771232831559841"
"195","2370","2370","2370","0.2787887454032898","0.2787887454032898","0.2787887454032898","2370","2370","2370","0.22205518186092377","0.22205518186092377","0.22205518186092377","2370","2370","2370","0.2937486043103078","0.2937486043103078","0.2937486043103078"
"196","2382","2382","2382","0.28487929701805115","0.28487929701805115","0.28487929701805115","2382","2382","2382","0.21667759120464325","0.21667759120464325","0.21667759120464325","2382","2382","2382","0.29763728249342414","0.29763728249342414","0.29763728249342414"
"197","2394","2394","2394","0.2795144319534302","0.2795144319534302","0.2795144319534302","2394","2394","2394","0.20659738779067993","0.20659738779067993","0.20659738779067993","2394","2394","2394","0.28832000661234625","0.28832000661234625","0.28832000661234625"
"198","2406","2406","2406","0.2720750570297241","0.2720750570297241","0.2720750570297241","2406","2406","2406","0.22511020302772522","0.22511020302772522","0.22511020302772522","2406","2406","2406","0.29693444374334726","0.29693444374334726","0.29693444374334726"
"199","2419","2419","2419","0.2852187752723694","0.2852187752723694","0.2852187752723694","2419","2419","2419","0.21897096931934357","0.21897096931934357","0.21897096931934357","2419","2419","2419","0.2892807107055446","0.2892807107055446","0.2892807107055446"
"200","2431","2431","2431","0.27990397810935974","0.27990397810935974","0.27990397810935974","2431","2431","2431","0.2252667099237442","0.2252667099237442","0.2252667099237442","2431","2431","2431","0.2818000410198106","0.2818000410198106","0.2818000410198106"
"201","2443","2443","2443","0.27812984585762024","0.27812984585762024","0.27812984585762024","2443","2443","2443","0.22182750701904297","0.22182750701904297","0.22182750701904297","2443","2443","2443","0.2945953378786918","0.2945953378786918","0.2945953378786918"
"202","2455","2455","2455","0.2655792534351349","0.2655792534351349","0.2655792534351349","2455","2455","2455","0.2251022458076477","0.2251022458076477","0.2251022458076477","2455","2455","2455","0.29224170756195983","0.29224170756195983","0.29224170756195983"
"203","2467","2467","2467","0.2780560553073883","0.2780560553073883","0.2780560553073883","2467","2467","2467","0.22537918388843536","0.22537918388843536","0.22537918388843536","2467","2467","2467","0.2907706798475586","0.2907706798475586","0.2907706798475586"
"204","2479","2479","2479","0.2930341958999634","0.2930341958999634","0.2930341958999634","2479","2479","2479","0.2299404740333557","0.2299404740333557","0.2299404740333557","2479","2479","2479","0.28679196119121514","0.28679196119121514","0.28679196119121514"
"205","2491","2491","2491","0.26817673444747925","0.26817673444747925","0.26817673444747925","2491","2491","2491","0.22617951035499573","0.22617951035499573","0.22617951035499573","2491","2491","2491","0.2920042188895382","0.2920042188895382","0.2920042188895382"
"206","2503","2503","2503","0.2743263840675354","0.2743263840675354","0.2743263840675354","2503","2503","2503","0.2315548062324524","0.2315548062324524","0.2315548062324524","2503","2503","2503","0.28972941380297057","0.28972941380297057","0.28972941380297057"
"207","2515","2515","2515","0.2784968316555023","0.2784968316555023","0.2784968316555023","2515","2515","2515","0.21934638917446136","0.21934638917446136","0.21934638917446136","2515","2515","2515","0.284118310526295","0.284118310526295","0.284118310526295"
"208","2527","2527","2527","0.2743225693702698","0.2743225693702698","0.2743225693702698","2527","2527","2527","0.23028619587421417","0.23028619587421417","0.23028619587421417","2527","2527","2527","0.28975221877444846","0.28975221877444846","0.28975221877444846"
"209","2540","2540","2540","0.2884370684623718","0.2884370684623718","0.2884370684623718","2540","2540","2540","0.2354632467031479","0.2354632467031479","0.2354632467031479","2540","2540","2540","0.2863724987788202","0.2863724987788202","0.2863724987788202"
"210","2552","2552","2552","0.2821652889251709","0.2821652889251709","0.2821652889251709","2552","2552","2552","0.2353820651769638","0.2353820651769638","0.2353820651769638","2552","2552","2552","0.29521292329766824","0.29521292329766824","0.29521292329766824"
"211","2564","2564","2564","0.28196433186531067","0.28196433186531067","0.28196433186531067","2564","2564","2564","0.2275623232126236","0.2275623232126236","0.2275623232126236","2564","2564","2564","0.29755594146183545","0.29755594146183545","0.29755594146183545"
"212","2576","2576","2576","0.2741488516330719","0.2741488516330719","0.2741488516330719","2576","2576","2576","0.23390810191631317","0.23390810191631317","0.23390810191631317","2576","2576","2576","0.2939118522428786","0.2939118522428786","0.2939118522428786"
"213","2588","2588","2588","0.2888137400150299","0.2888137400150299","0.2888137400150299","2588","2588","2588","0.23189817368984222","0.23189817368984222","0.23189817368984222","2588","2588","2588","0.29634475700060103","0.29634475700060103","0.29634475700060103"
"214","2600","2600","2600","0.2796545624732971","0.2796545624732971","0.2796545624732971","2600","2600","2600","0.23288287222385406","0.23288287222385406","0.23288287222385406","2600","2600","2600","0.28804862944413895","0.28804862944413895","0.28804862944413895"
"215","2612","2612","2612","0.2805580198764801","0.2805580198764801","0.2805580198764801","2612","2612","2612","0.22915855050086975","0.22915855050086975","0.22915855050086975","2612","2612","2612","0.302741094705979","0.302741094705979","0.302741094705979"
"216","2624","2624","2624","0.2953171730041504","0.2953171730041504","0.2953171730041504","2624","2624","2624","0.23307886719703674","0.23307886719703674","0.23307886719703674","2624","2624","2624","0.30542154262261983","0.30542154262261983","0.30542154262261983"
"217","2636","2636","2636","0.2806265652179718","0.2806265652179718","0.2806265652179718","2636","2636","2636","0.23041026294231415","0.23041026294231415","0.23041026294231415","2636","2636","2636","0.2937034329582991","0.2937034329582991","0.2937034329582991"
"218","2648","2648","2648","0.28377479314804077","0.28377479314804077","0.28377479314804077","2648","2648","2648","0.23358051478862762","0.23358051478862762","0.23358051478862762","2648","2648","2648","0.3018253534790548","0.3018253534790548","0.3018253534790548"
"219","2661","2661","2661","0.2888595759868622","0.2888595759868622","0.2888595759868622","2661","2661","2661","0.23775166273117065","0.23775166273117065","0.23775166273117065","2661","2661","2661","0.29034220969626756","0.29034220969626756","0.29034220969626756"
"220","2673","2673","2673","0.28018274903297424","0.28018274903297424","0.28018274903297424","2673","2673","2673","0.23268866539001465","0.23268866539001465","0.23268866539001465","2673","2673","2673","0.2960445091090693","0.2960445091090693","0.2960445091090693"
"221","2685","2685","2685","0.276205837726593","0.276205837726593","0.276205837726593","2685","2685","2685","0.23082399368286133","0.23082399368286133","0.23082399368286133","2685","2685","2685","0.2981390602365687","0.2981390602365687","0.2981390602365687"
"222","2697","2697","2697","0.28514498472213745","0.28514498472213745","0.28514498472213745","2697","2697","2697","0.2334124594926834","0.2334124594926834","0.2334124594926834","2697","2697","2697","0.29957782326735255","0.29957782326735255","0.29957782326735255"
"223","2709","2709","2709","0.28472843766212463","0.28472843766212463","0.28472843766212463","2709","2709","2709","0.21802839636802673","0.21802839636802673","0.21802839636802673","2709","2709","2709","0.2964351773655959","0.2964351773655959","0.2964351773655959"
"224","2721","2721","2721","0.28852319717407227","0.28852319717407227","0.28852319717407227","2721","2721","2721","0.2402285933494568","0.2402285933494568","0.2402285933494568","2721","2721","2721","0.2941076069937322","0.2941076069937322","0.2941076069937322"
"225","2733","2733","2733","0.28156667947769165","0.28156667947769165","0.28156667947769165","2733","2733","2733","0.23595014214515686","0.23595014214515686","0.23595014214515686","2733","2733","2733","0.2897562302228151","0.2897562302228151","0.2897562302228151"
"226","2745","2745","2745","0.28571516275405884","0.28571516275405884","0.28571516275405884","2745","2745","2745","0.24407175183296204","0.24407175183296204","0.24407175183296204","2745","2745","2745","0.28986771329356564","0.28986771329356564","0.28986771329356564"
"227","2757","2757","2757","0.2923484742641449","0.2923484742641449","0.2923484742641449","2757","2757","2757","0.24317261576652527","0.24317261576652527","0.24317261576652527","2757","2757","2757","0.30090790802468","0.30090790802468","0.30090790802468"
"228","2769","2769","2769","0.2917611300945282","0.2917611300945282","0.2917611300945282","2769","2769","2769","0.2417023628950119","0.2417023628950119","0.2417023628950119","2769","2769","2769","0.2895500079732216","0.2895500079732216","0.2895500079732216"
"229","2782","2782","2782","0.2901875674724579","0.2901875674724579","0.2901875674724579","2782","2782","2782","0.2347722053527832","0.2347722053527832","0.2347722053527832","2782","2782","2782","0.28747199927297595","0.28747199927297595","0.28747199927297595"
"230","2794","2794","2794","0.2909376621246338","0.2909376621246338","0.2909376621246338","2794","2794","2794","0.23504091799259186","0.23504091799259186","0.23504091799259186","2794","2794","2794","0.2896685277852388","0.2896685277852388","0.2896685277852388"
"231","2806","2806","2806","0.28787344694137573","0.28787344694137573","0.28787344694137573","2806","2806","2806","0.23545026779174805","0.23545026779174805","0.23545026779174805","2806","2806","2806","0.29507875047501764","0.29507875047501764","0.29507875047501764"
"232","2818","2818","2818","0.2801116108894348","0.2801116108894348","0.2801116108894348","2818","2818","2818","0.2482568919658661","0.2482568919658661","0.2482568919658661","2818","2818","2818","0.2949840446520137","0.2949840446520137","0.2949840446520137"
"233","2830","2830","2830","0.29601970314979553","0.29601970314979553","0.29601970314979553","2830","2830","2830","0.25175002217292786","0.25175002217292786","0.25175002217292786","2830","2830","2830","0.3036052399327162","0.3036052399327162","0.3036052399327162"
"234","2842","2842","2842","0.29488885402679443","0.29488885402679443","0.29488885402679443","2842","2842","2842","0.2426287978887558","0.2426287978887558","0.2426287978887558","2842","2842","2842","0.29726104645319773","0.29726104645319773","0.29726104645319773"
"235","2854","2854","2854","0.28255268931388855","0.28255268931388855","0.28255268931388855","2854","2854","2854","0.23425714671611786","0.23425714671611786","0.23425714671611786","2854","2854","2854","0.29964306818312614","0.29964306818312614","0.29964306818312614"
"236","2866","2866","2866","0.28432318568229675","0.28432318568229675","0.28432318568229675","2866","2866","2866","0.22255510091781616","0.22255510091781616","0.22255510091781616","2866","2866","2866","0.29821113333643917","0.29821113333643917","0.29821113333643917"
"237","2878","2878","2878","0.2824365794658661","0.2824365794658661","0.2824365794658661","2878","2878","2878","0.24382300674915314","0.24382300674915314","0.24382300674915314","2878","2878","2878","0.3027242415664647","0.3027242415664647","0.3027242415664647"
"238","2890","2890","2890","0.2903488576412201","0.2903488576412201","0.2903488576412201","2890","2890","2890","0.24411945044994354","0.24411945044994354","0.24411945044994354","2890","2890","2890","0.291502058248929","0.291502058248929","0.291502058248929"
"239","2903","2903","2903","0.2957993447780609","0.2957993447780609","0.2957993447780609","2903","2903","2903","0.2461390197277069","0.2461390197277069","0.2461390197277069","2903","2903","2903","0.30050443409049166","0.30050443409049166","0.30050443409049166"
"240","2915","2915","2915","0.2860557436943054","0.2860557436943054","0.2860557436943054","2915","2915","2915","0.23799684643745422","0.23799684643745422","0.23799684643745422","2915","2915","2915","0.2807491809210652","0.2807491809210652","0.2807491809210652"
"241","2927","2927","2927","0.2950226068496704","0.2950226068496704","0.2950226068496704","2927","2927","2927","0.24462442100048065","0.24462442100048065","0.24462442100048065","2927","2927","2927","0.2978815608756886","0.2978815608756886","0.2978815608756886"
"242","2939","2939","2939","0.28999295830726624","0.28999295830726624","0.28999295830726624","2939","2939","2939","0.2456502765417099","0.2456502765417099","0.2456502765417099","2939","2939","2939","0.2979748082206212","0.2979748082206212","0.2979748082206212"
"243","2951","2951","2951","0.29300960898399353","0.29300960898399353","0.29300960898399353","2951","2951","2951","0.2469983696937561","0.2469983696937561","0.2469983696937561","2951","2951","2951","0.2944989707800389","0.2944989707800389","0.2944989707800389"
"244","2963","2963","2963","0.29254573583602905","0.29254573583602905","0.29254573583602905","2963","2963","2963","0.24991324543952942","0.24991324543952942","0.24991324543952942","2963","2963","2963","0.28642277855521314","0.28642277855521314","0.28642277855521314"
