"epoch","yv5s-coco-zipf-loss-weights-tuned - _step","yv5s-coco-zipf-loss-weights-tuned - _step__MIN","yv5s-coco-zipf-loss-weights-tuned - _step__MAX","yv5s-coco-zipf-loss-weights-tuned - obj","yv5s-coco-zipf-loss-weights-tuned - obj__MIN","yv5s-coco-zipf-loss-weights-tuned - obj__MAX","yv5s-coco-zipf-loss-weights - _step","yv5s-coco-zipf-loss-weights - _step__MIN","yv5s-coco-zipf-loss-weights - _step__MAX","yv5s-coco-zipf-loss-weights - obj","yv5s-coco-zipf-loss-weights - obj__MIN","yv5s-coco-zipf-loss-weights - obj__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - obj","yv5s-coco-zipf - obj__MIN","yv5s-coco-zipf - obj__MAX"
"118","1432.5","1428","1437","0.027549741603434087","0.02550772950053215","0.029914306476712227","1432.5","1428","1437","0.03205088376998901","0.02951681986451149","0.03482258692383766","1432.5","1428","1437","0.02833886481821537","0.025281859561800957","0.0329786092042923"
"119","1445","1440","1450","0.027888083322481674","0.02560284174978733","0.029721757397055626","1445","1440","1450","0.03214667737483978","0.028925154358148575","0.0342278778553009","1445","1440","1450","0.029118078676137058","0.026960575953125954","0.031171925365924835"
"120","1457.5","1453","1462","0.02717265523970127","0.02350969985127449","0.029402652755379677","1457.5","1453","1462","0.031535235419869426","0.026900922879576683","0.03401075676083565","1457.5","1453","1462","0.028434819728136062","0.025260986760258675","0.03210501745343208"
"121","1469.5","1465","1474","0.028228852339088915","0.024909021332859993","0.03088492527604103","1469.5","1465","1474","0.032618682086467746","0.030289389193058014","0.035453688353300095","1469.5","1465","1474","0.028957681357860567","0.02463250420987606","0.031688932329416275"
"122","1481.5","1477","1486","0.028540522046387195","0.026306094601750374","0.030936099588871002","1481.5","1477","1486","0.033031399734318255","0.0306010153144598","0.03568244352936745","1481.5","1477","1486","0.029001031816005707","0.026021940633654594","0.0355820395052433"
"123","1493.5","1489","1498","0.028334330208599566","0.023924022912979126","0.03256386145949364","1493.5","1489","1498","0.032416934706270696","0.027272531762719154","0.03742498159408569","1493.5","1489","1498","0.028638154082000256","0.026593608781695366","0.030982274562120438"
"124","1505.5","1501","1510","0.027223445102572442","0.02257843129336834","0.030457934364676476","1505.5","1501","1510","0.03164256401360035","0.027446262538433075","0.035171885043382645","1505.5","1501","1510","0.028495320491492747","0.025571992620825768","0.03073718585073948"
"125","1517.5","1513","1522","0.027590027637779714","0.024125540629029274","0.02966262772679329","1517.5","1513","1522","0.03199023697525263","0.02839762531220913","0.03506924957036972","1517.5","1513","1522","0.028645024821162223","0.025029296055436134","0.030589796602725983"
"126","1529.5","1525","1534","0.027442668937146662","0.024334551766514778","0.030102357268333435","1529.5","1525","1534","0.031758076138794424","0.028530647978186607","0.034233130514621735","1529.5","1525","1534","0.02821727003902197","0.024087032303214073","0.03050832636654377"
"127","1541.5","1537","1546","0.02819250039756298","0.025149494409561157","0.030941296368837357","1541.5","1537","1546","0.0325837504118681","0.029697243124246597","0.035675421357154846","1541.5","1537","1546","0.028413151577115058","0.0257633738219738","0.033660080283880234"
"128","1553.5","1549","1558","0.028149652294814587","0.02475828118622303","0.030836664140224457","1553.5","1549","1558","0.032734883949160576","0.030309166759252548","0.035450804978609085","1553.5","1549","1558","0.028933868743479252","0.026370519772171974","0.031623419374227524"
"129","1566","1561","1571","0.026619479568167168","0.021491941064596176","0.029875628650188446","1566","1561","1571","0.031231195919893005","0.027681834995746613","0.034529171884059906","1566","1561","1571","0.02766201001676646","0.023584038019180298","0.030805613845586777"
"130","1578.5","1574","1583","0.027459361776709556","0.02435961551964283","0.029994817450642586","1578.5","1574","1583","0.03208076786249876","0.02812526561319828","0.035799019038677216","1578.5","1574","1583","0.028154912032186986","0.02587556466460228","0.03187912330031395"
"131","1590.5","1586","1595","0.02664549145847559","0.024285130202770233","0.029181325808167458","1590.5","1586","1595","0.03074886426329613","0.028068682178854942","0.03376101329922676","1590.5","1586","1595","0.02778575997799635","0.0264557097107172","0.031641777604818344"
"132","1602.5","1598","1607","0.027748138085007666","0.026303177699446678","0.030694356188178062","1602.5","1598","1607","0.032299883849918845","0.03085600584745407","0.03614922985434532","1602.5","1598","1607","0.027325011789798737","0.024888912215828896","0.02955981343984604"
"133","1614.5","1610","1619","0.028470838069915773","0.02567516453564167","0.03253791481256485","1614.5","1610","1619","0.03301133476197719","0.030497044324874878","0.03653166443109512","1614.5","1610","1619","0.028101159445941448","0.02413935773074627","0.03012976609170437"
"134","1626.5","1622","1631","0.027016711980104448","0.024641159921884537","0.031254127621650696","1626.5","1622","1631","0.031481743045151236","0.028855929151177406","0.03692209720611572","1626.5","1622","1631","0.027891154401004314","0.02597852610051632","0.030842352658510208"
"135","1638.5","1634","1643","0.02777703423053026","0.025771521031856537","0.030786000192165375","1638.5","1634","1643","0.032150200195610525","0.02954941615462303","0.03595010191202164","1638.5","1634","1643","0.02781548146158457","0.025047916918992996","0.029787614941596985"
"136","1650.5","1646","1655","0.027783337235450744","0.025931140407919884","0.03038877621293068","1650.5","1646","1655","0.0323129191994667","0.03028557077050209","0.03472597897052765","1650.5","1646","1655","0.028674347326159477","0.025299040600657463","0.03251931816339493"
"137","1662.5","1658","1667","0.02772486489266157","0.02449922449886799","0.029490137472748756","1662.5","1658","1667","0.032333821058273315","0.028663847595453262","0.03459389507770538","1662.5","1658","1667","0.02717169113457203","0.025111673399806023","0.03151076287031174"
"138","1674.5","1670","1679","0.02725866064429283","0.023127343505620956","0.030459221452474594","1674.5","1670","1679","0.03149522170424461","0.026475001126527786","0.0348745696246624","1674.5","1670","1679","0.026949795335531233","0.024062223732471466","0.03255881369113922"
"139","1687","1682","1692","0.02930255691436204","0.026489688083529472","0.03198493272066116","1687","1682","1692","0.03429272042756731","0.029996098950505257","0.03842560574412346","1687","1682","1692","0.028769676996902985","0.024230200797319412","0.03459377959370613"
"140","1699.5","1695","1704","0.027303743176162243","0.02467065304517746","0.02812090516090393","1699.5","1695","1704","0.03220973815768957","0.029424993321299553","0.033582985401153564","1699.5","1695","1704","0.028669466264545918","0.02544044889509678","0.031066618859767914"
"141","1711.5","1707","1716","0.02838461771607399","0.025389807298779488","0.031989168375730515","1711.5","1707","1716","0.033446303009986876","0.030378432944417","0.0365326963365078","1711.5","1707","1716","0.028717472031712533","0.024425910785794258","0.031834594905376434"
"142","1723.5","1719","1728","0.02757959719747305","0.02556426450610161","0.029351362958550453","1723.5","1719","1728","0.03206654042005539","0.029967015609145164","0.03403034433722496","1723.5","1719","1728","0.02788518778979778","0.024778282269835472","0.03125259652733803"
"143","1735.5","1731","1740","0.027963576838374138","0.024288469925522804","0.030844543129205704","1735.5","1731","1740","0.03304820936173201","0.028997404500842094","0.03641345724463463","1735.5","1731","1740","0.02751223146915436","0.023643989115953445","0.03243635222315788"
"144","1747.5","1743","1752","0.027686627581715584","0.023920265957713127","0.029549267143011093","1747.5","1743","1752","0.03248682226985693","0.028174711391329765","0.03482247143983841","1747.5","1743","1752","0.027561159059405326","0.02446852996945381","0.029502499848604202"
"145","1759.5","1755","1764","0.026889268308877945","0.02411978878080845","0.030516501516103745","1759.5","1755","1764","0.03153430223464966","0.028140950947999954","0.03473519906401634","1759.5","1755","1764","0.02838478647172451","0.026441292837262154","0.031577218323946"
"146","1771.5","1767","1776","0.028576343879103662","0.023444440215826035","0.033393874764442444","1771.5","1767","1776","0.03358208630234003","0.028026271611452103","0.03930895775556564","1771.5","1767","1776","0.02794079054147005","0.02532116509974003","0.0311666838824749"
"147","1783.5","1779","1788","0.027168072201311587","0.02274251915514469","0.030568966642022133","1783.5","1779","1788","0.03208514582365751","0.027783913537859917","0.03526737540960312","1783.5","1779","1788","0.028582876920700072","0.026167187839746475","0.03154682368040085"
"148","1795.5","1791","1800","0.02822172325104475","0.024920066818594933","0.031250160187482834","1795.5","1791","1800","0.03326216787099838","0.029487354680895805","0.03669380769133568","1795.5","1791","1800","0.030181697569787502","0.027165116742253304","0.03268734738230705"
"149","1808","1803","1813","0.02829657020893964","0.024703258648514748","0.031611304730176926","1808","1803","1813","0.03319675170562484","0.02976670302450657","0.03651294857263565","1808","1803","1813","0.02734516103836623","0.022821102291345596","0.030344130471348763"
"150","1820.5","1816","1825","0.026851464807987214","0.024016447365283966","0.030854232609272003","1820.5","1816","1825","0.03137798029929399","0.028398355469107628","0.035404711961746216","1820.5","1816","1825","0.027197453193366528","0.024404505267739296","0.033174872398376465"
"151","1832.5","1828","1837","0.02716413401067257","0.02387099340558052","0.0292520709335804","1832.5","1828","1837","0.0320445453748107","0.02870810590684414","0.034088458865880966","1832.5","1828","1837","0.02717094011604786","0.023775411769747734","0.02985524572432041"
"152","1844.5","1840","1849","0.026867039687931537","0.0248811524361372","0.029793953523039818","1844.5","1840","1849","0.03201593402773142","0.029225528240203857","0.035200268030166626","1844.5","1840","1849","0.02819498386234045","0.026844101026654243","0.030260521918535233"
"153","1856.5","1852","1861","0.027264324948191643","0.024728700518608093","0.03156622126698494","1856.5","1852","1861","0.032250942476093766","0.029301095753908157","0.03672979772090912","1856.5","1852","1861","0.028305848874151707","0.02516993135213852","0.030869949609041214"
"154","1868.5","1864","1873","0.02742418833076954","0.02456832304596901","0.03193258121609688","1868.5","1864","1873","0.0324568958953023","0.02977895550429821","0.03773009777069092","1868.5","1864","1873","0.02707821540534496","0.02311903052031994","0.02999045141041279"
"155","1880.5","1876","1885","0.028178699128329755","0.025431273505091667","0.030922966077923775","1880.5","1876","1885","0.033429088443517684","0.030340546742081642","0.036222003400325775","1880.5","1876","1885","0.026473486237227915","0.023046819493174553","0.029741428792476654"
"156","1892.5","1888","1897","0.028086264058947562","0.024959050118923187","0.030660411342978477","1892.5","1888","1897","0.03292082492262125","0.02927516959607601","0.03599218651652336","1892.5","1888","1897","0.02845329325646162","0.025458717718720436","0.03033464588224888"
"157","1904.5","1900","1909","0.027233160845935345","0.02541518211364746","0.028664400801062584","1904.5","1900","1909","0.032243712805211544","0.029492633417248726","0.03500494360923767","1904.5","1900","1909","0.027188265323638917","0.02509887143969536","0.029416248202323914"
"158","1916.5","1912","1921","0.02630127016454935","0.023403197526931763","0.029021888971328735","1916.5","1912","1921","0.031413906067609784","0.028407519683241844","0.03422336280345917","1916.5","1912","1921","0.027860823273658752","0.025591302663087845","0.030295170843601227"
"159","1929","1924","1934","0.026783764870329338","0.02370717190206051","0.0297857578843832","1929","1924","1934","0.03141299364241687","0.0287106204777956","0.03453342244029045","1929","1924","1934","0.02834309908476743","0.026405878365039825","0.03082040511071682"
"160","1941.5","1937","1946","0.025750846602022648","0.022844871506094933","0.02857062593102455","1941.5","1937","1946","0.03063807487487793","0.027437612414360046","0.033637285232543945","1941.5","1937","1946","0.027217011153697967","0.024759992957115173","0.03096291981637478"
"161","1953.5","1949","1958","0.027408521436154843","0.025296727195382118","0.030072972178459167","1953.5","1949","1958","0.03234298601746559","0.029900208115577698","0.03570839762687683","1953.5","1949","1958","0.027379749342799187","0.024483565241098404","0.02868494763970375"
"162","1965.5","1961","1970","0.02591930702328682","0.022941764444112778","0.02825971320271492","1965.5","1961","1970","0.030899521708488465","0.028000833466649055","0.0337781086564064","1965.5","1961","1970","0.026694269478321077","0.02383628487586975","0.02883141115307808"
"163","1977.5","1973","1982","0.028635216318070887","0.026438701897859573","0.029744744300842285","1977.5","1973","1982","0.03358722385019064","0.030992327257990837","0.03577130287885666","1977.5","1973","1982","0.027670563384890556","0.025585034862160683","0.029031382873654366"
"164","1989.5","1985","1994","0.02744776178151369","0.024678552523255348","0.031019285321235657","1989.5","1985","1994","0.03271160703152418","0.0295632965862751","0.03597031906247139","1989.5","1985","1994","0.027710174955427647","0.025065302848815918","0.03221188113093376"
"165","2001.5","1997","2006","0.02758787740021944","0.024646058678627014","0.030367380008101463","2001.5","1997","2006","0.032705243490636346","0.03023563139140606","0.03680922091007233","2001.5","1997","2006","0.02717900909483433","0.023472215980291367","0.030258359387516975"
"166","2013.5","2009","2018","0.027044747583568098","0.024443617090582848","0.029102206230163574","2013.5","2009","2018","0.03227222245186567","0.028888951987028122","0.03462677821516991","2013.5","2009","2018","0.028289175219833852","0.02430974692106247","0.030834386125206947"
"167","2025.5","2021","2030","0.02740028314292431","0.02351285144686699","0.02986951544880867","2025.5","2021","2030","0.032544739358127114","0.027821986004710197","0.03534264490008354","2025.5","2021","2030","0.02735801562666893","0.025449540466070175","0.030869968235492706"
"168","2037.5","2033","2042","0.026775518991053106","0.023734306916594505","0.029660971835255623","2037.5","2033","2042","0.031688696891069415","0.02860681712627411","0.03495074063539505","2037.5","2033","2042","0.028032572567462923","0.02404487319290638","0.03161555528640747"
"169","2050","2045","2055","0.026947368613698265","0.024095240980386734","0.029398780316114426","2050","2045","2055","0.03206633607094938","0.02894948422908783","0.03500429540872574","2050","2045","2055","0.026289554143493824","0.021422579884529114","0.030382422730326653"
"170","2062.5","2058","2067","0.02655208818614483","0.022751016542315483","0.028643980622291565","2062.5","2058","2067","0.031504909694194796","0.02725682407617569","0.034006476402282715","2062.5","2058","2067","0.027317718043923377","0.024856576696038246","0.029730940237641335"
"171","2074.5","2070","2079","0.028067513927817346","0.024275675415992737","0.03153456747531891","2074.5","2070","2079","0.033434164337813856","0.029490288347005844","0.037453241646289825","2074.5","2070","2079","0.027035169303417206","0.02387712150812149","0.02975486032664776"
"172","2086.5","2082","2091","0.02584986686706543","0.022979319095611572","0.028920898213982582","2086.5","2082","2091","0.030974039062857627","0.02821093052625656","0.03423168510198593","2086.5","2082","2091","0.026436316780745983","0.02425740659236908","0.028976408764719963"
"173","2098.5","2094","2103","0.027988642640411853","0.024294011294841766","0.031286176294088364","2098.5","2094","2103","0.03344200849533081","0.02960265800356865","0.03651140257716179","2098.5","2094","2103","0.028702260926365852","0.02502765879034996","0.033129993826150894"
"174","2110.5","2106","2115","0.026101678051054476","0.024426294490695","0.028663747012615204","2110.5","2106","2115","0.031479626148939135","0.029854563996195793","0.03432551026344299","2110.5","2106","2115","0.026782635226845743","0.024370618164539337","0.029998157173395157"
"175","2122.5","2118","2127","0.027317017689347266","0.025357872247695923","0.029535850510001183","2122.5","2118","2127","0.0324800867587328","0.029574334621429443","0.03536790609359741","2122.5","2118","2127","0.02645648829638958","0.02390124462544918","0.028710661455988884"
"176","2134.5","2130","2139","0.02632031086832285","0.023983165621757507","0.028605202212929726","2134.5","2130","2139","0.03141612391918898","0.02861638367176056","0.034196481108665466","2134.5","2130","2139","0.02612712848931551","0.023544421419501305","0.0290231890976429"
"177","2146.5","2142","2151","0.025860821641981602","0.022930296137928963","0.028907060623168945","2146.5","2142","2151","0.030917211994528772","0.02759171463549137","0.03449321165680885","2146.5","2142","2151","0.025933945551514626","0.023847930133342743","0.028621967881917953"
"178","2158.5","2154","2163","0.02638745345175266","0.024145426228642464","0.028989726677536964","2158.5","2154","2163","0.03160834088921547","0.029283927753567696","0.03461185097694397","2158.5","2154","2163","0.02625491414219141","0.024297324940562248","0.028627492487430573"
"179","2171","2166","2176","0.02600840563801202","0.0231974795460701","0.029239406809210777","2171","2166","2176","0.031513116068460724","0.028927871957421303","0.03504628688097","2171","2166","2176","0.026949443769725887","0.023328213021159172","0.02924804389476776"
"180","2183.5","2179","2188","0.025459247082471846","0.023809384554624557","0.02794434130191803","2183.5","2179","2188","0.030711348168551922","0.02905883826315403","0.03420795872807503","2183.5","2179","2188","0.026465543918311595","0.022795962169766426","0.029951920732855797"
"181","2195.5","2191","2200","0.026682813279330732","0.02356920763850212","0.02881096489727497","2195.5","2191","2200","0.03219109270721674","0.02898295223712921","0.03482479602098465","2195.5","2191","2200","0.027066384442150593","0.02434842474758625","0.029232554137706757"
"182","2207.5","2203","2212","0.02579803131520748","0.023754220455884933","0.02875005453824997","2207.5","2203","2212","0.03126510605216026","0.02954905666410923","0.03466985002160072","2207.5","2203","2212","0.025758654251694678","0.023288408294320107","0.027823390439152718"
"183","2219.5","2215","2224","0.026589595712721348","0.024031497538089752","0.028445838019251823","2219.5","2215","2224","0.03181856032460928","0.028582602739334106","0.03378324583172798","2219.5","2215","2224","0.02687002457678318","0.023965472355484962","0.029682621359825134"
"184","2231.5","2227","2236","0.02564425189048052","0.02393794246017933","0.02774137258529663","2231.5","2227","2236","0.031249057687819003","0.028105152770876884","0.03401383385062218","2231.5","2227","2236","0.026558675430715085","0.023840121924877167","0.029575297608971596"
"185","2243.5","2239","2248","0.026088534481823446","0.02292567491531372","0.0288777444511652","2243.5","2239","2248","0.03133241645991802","0.027532631531357765","0.03523451089859009","2243.5","2239","2248","0.0269157825037837","0.023792603984475136","0.030464239418506622"
"186","2255.5","2251","2260","0.027144569717347623","0.02405702695250511","0.032538529485464096","2255.5","2251","2260","0.03323494214564562","0.02991008199751377","0.039130035787820816","2255.5","2251","2260","0.026601936854422092","0.023955566808581352","0.029985735192894936"
"187","2267.5","2263","2272","0.025436755642294882","0.02332119084894657","0.026820555329322815","2267.5","2263","2272","0.03070172928273678","0.0285931546241045","0.03286069259047508","2267.5","2263","2272","0.026614500023424626","0.02420593984425068","0.030101727694272995"
"188","2279.5","2275","2284","0.025940903834998606","0.02337271347641945","0.02862621657550335","2279.5","2275","2284","0.031617678515613076","0.029304467141628265","0.03464138135313988","2279.5","2275","2284","0.02657662257552147","0.023630905896425247","0.03102274052798748"
"189","2292","2287","2297","0.026234581050547687","0.021309826523065567","0.028579728677868843","2292","2287","2297","0.031681849705902015","0.027024496346712112","0.03356608375906944","2292","2287","2297","0.026371772147037766","0.023894675076007843","0.02896442450582981"
"190","2304.5","2300","2309","0.026632539555430414","0.022978097200393677","0.03064785525202751","2304.5","2300","2309","0.032271483168005946","0.02881111018359661","0.03541800379753113","2304.5","2300","2309","0.02704610861837864","0.023938212543725967","0.030747324228286743"
"191","2316.5","2312","2321","0.026454042084515093","0.02380473166704178","0.028799276798963547","2316.5","2312","2321","0.03194695953279734","0.02891942486166954","0.03476420417428017","2316.5","2312","2321","0.02708766348659992","0.025142235681414604","0.030301488935947418"
"192","2328.5","2324","2333","0.024709134362637997","0.02298813872039318","0.026649735867977142","2328.5","2324","2333","0.030051542446017265","0.028848960995674133","0.03231286257505417","2328.5","2324","2333","0.026900424994528292","0.024399736896157265","0.028566524386405945"
"193","2340.5","2336","2345","0.02491129655390978","0.022944629192352295","0.027111241593956947","2340.5","2336","2345","0.030210343934595586","0.0278707817196846","0.03239023685455322","2340.5","2336","2345","0.02587800081819296","0.024380702525377274","0.028425093740224838"
"194","2352.5","2348","2357","0.025855224952101706","0.024145569652318954","0.027436763048171997","2352.5","2348","2357","0.03160907123237848","0.02863675355911255","0.03360102325677872","2352.5","2348","2357","0.025948721542954446","0.022089242935180664","0.029877854511141777"
"195","2364.5","2360","2369","0.026869956776499747","0.02366347424685955","0.030708905309438705","2364.5","2360","2369","0.03259382024407387","0.0287568848580122","0.03640935570001602","2364.5","2360","2369","0.02609124667942524","0.022728832438588142","0.028961459174752235"
"196","2376.5","2372","2381","0.02502625957131386","0.022788438946008682","0.03118791989982128","2376.5","2372","2381","0.030229831114411354","0.02757611684501171","0.036432720720767975","2376.5","2372","2381","0.025772719457745553","0.02455858327448368","0.027133988216519356"
"197","2388.5","2384","2393","0.025550083816051485","0.02148880809545517","0.028667492792010307","2388.5","2384","2393","0.03115584384649992","0.02732270210981369","0.03567809239029884","2388.5","2384","2393","0.026650558598339556","0.023073330521583557","0.029495758935809135"
"198","2400.5","2396","2405","0.026605014130473136","0.024155117571353912","0.02978590875864029","2400.5","2396","2405","0.03250065334141254","0.03036375902593136","0.03657901659607887","2400.5","2396","2405","0.02604544498026371","0.02448144368827343","0.028626570478081703"
"199","2413","2408","2418","0.026255784725601024","0.02396201714873314","0.029863324016332626","2413","2408","2418","0.03228078697892753","0.02880074828863144","0.03679283335804939","2413","2408","2418","0.027073338797146625","0.023917440325021744","0.03088284283876419"
"200","2425.5","2421","2430","0.025763302482664584","0.022902164608240128","0.028677010908722878","2425.5","2421","2430","0.03118208535015583","0.029389075934886932","0.034391529858112335","2425.5","2421","2430","0.025305390171706677","0.021760789677500725","0.029067734256386757"
"201","2437.5","2433","2442","0.02558244429528713","0.022559748962521553","0.027739569544792175","2437.5","2433","2442","0.030974191427230836","0.027690831571817398","0.033256351947784424","2437.5","2433","2442","0.02565247695893049","0.023197634145617485","0.027870483696460724"
"202","2449.5","2445","2454","0.025573675520718098","0.023602506145834923","0.027151761576533318","2449.5","2445","2454","0.031441908702254294","0.02876424789428711","0.03339412435889244","2449.5","2445","2454","0.02698251586407423","0.02413012459874153","0.02997136488556862"
"203","2461.5","2457","2466","0.025797342509031297","0.02294727973639965","0.029535315930843353","2461.5","2457","2466","0.03130335044115782","0.028571847826242447","0.03590336814522743","2461.5","2457","2466","0.02598693910986185","0.02449498325586319","0.027962107211351395"
"204","2473.5","2469","2478","0.025153836980462075","0.022499624639749527","0.030564358457922935","2473.5","2469","2478","0.030765114910900594","0.027063444256782532","0.036843057721853256","2473.5","2469","2478","0.025842372328042984","0.02461155876517296","0.02722255326807499"
"205","2485.5","2481","2490","0.02573085017502308","0.022679390385746956","0.029080955311655998","2485.5","2481","2490","0.03141457606106997","0.027476608753204346","0.03566097468137741","2485.5","2481","2490","0.025303338095545767","0.022298544645309448","0.028809402137994766"
"206","2497.5","2493","2502","0.024829682894051075","0.02131514623761177","0.026742469519376755","2497.5","2493","2502","0.03048321194946766","0.027560848742723465","0.032274454832077026","2497.5","2493","2502","0.025008862465620042","0.023716319352388382","0.027230199426412582"
"207","2509.5","2505","2514","0.025442673824727535","0.0215850081294775","0.027354955673217773","2509.5","2505","2514","0.031203804723918437","0.027376821264624596","0.03371083363890648","2509.5","2505","2514","0.026326556317508222","0.022621355950832367","0.02887922339141369"
"208","2521.5","2517","2526","0.025720860436558725","0.023791607469320297","0.027676183730363846","2521.5","2517","2526","0.03105074819177389","0.028750762343406677","0.032526157796382904","2521.5","2517","2526","0.02567980717867613","0.022581078112125397","0.02970082499086857"
"209","2534","2529","2539","0.025254477323456245","0.022760137915611267","0.027105949819087982","2534","2529","2539","0.031095119193196297","0.02826397679746151","0.03370462730526924","2534","2529","2539","0.025384260341525078","0.022477641701698303","0.027970638126134872"
"210","2546.5","2542","2551","0.025670309364795686","0.0218791663646698","0.02991490252315998","2546.5","2542","2551","0.031437725946307185","0.027673974633216858","0.03521285951137543","2546.5","2542","2551","0.025382744334638118","0.021644961088895798","0.027676844969391823"
"211","2558.5","2554","2563","0.024779480695724488","0.022371744737029076","0.02831963077187538","2558.5","2554","2563","0.03074921891093254","0.027792824432253838","0.03522368520498276","2558.5","2554","2563","0.024935528077185153","0.022633643820881844","0.0282694511115551"
"212","2570.5","2566","2575","0.025839629769325256","0.023026885464787483","0.02980727329850197","2570.5","2566","2575","0.031544245593249795","0.028746729716658592","0.03641960024833679","2570.5","2566","2575","0.025590045563876628","0.02407265268266201","0.027851441875100136"
"213","2582.5","2578","2587","0.024427694827318193","0.021274305880069733","0.028052035719156265","2582.5","2578","2587","0.02987324707210064","0.026169927790760994","0.03426959738135338","2582.5","2578","2587","0.025422628968954086","0.022704625502228737","0.02869500406086445"
"214","2594.5","2590","2599","0.025244418531656265","0.020972466096282005","0.028168465942144394","2594.5","2590","2599","0.03091917745769024","0.027876676991581917","0.03449761122465134","2594.5","2590","2599","0.025401487573981286","0.023799024522304535","0.028181001543998718"
"215","2606.5","2602","2611","0.02535309996455908","0.022853611037135124","0.028209885582327843","2606.5","2602","2611","0.030903931707143784","0.027784379199147224","0.034053172916173935","2606.5","2602","2611","0.026388350129127502","0.022450288757681847","0.029086269438266754"
"216","2618.5","2614","2623","0.02532590627670288","0.021926764398813248","0.02857067994773388","2618.5","2614","2623","0.03132506404072046","0.026491155847907066","0.0345328189432621","2618.5","2614","2623","0.026419043727219104","0.023005610331892967","0.029975702986121178"
"217","2630.5","2626","2635","0.024274156242609025","0.0224959384649992","0.026485394686460495","2630.5","2626","2635","0.030038236640393734","0.028055602684617043","0.0318295881152153","2630.5","2626","2635","0.02573172450065613","0.023549914360046387","0.027399303391575813"
"218","2642.5","2638","2647","0.025307478941977025","0.022842805832624435","0.026909135282039642","2642.5","2638","2647","0.03142236247658729","0.028512267395853996","0.03303172439336777","2642.5","2638","2647","0.02598837614059448","0.02316654846072197","0.03028802201151848"
"219","2655","2650","2660","0.024851841174743393","0.02009371854364872","0.02790563553571701","2655","2650","2660","0.030756253410469402","0.025609055534005165","0.033395636826753616","2655","2650","2660","0.025907169180837544","0.022829951718449593","0.030404169112443924"
"220","2667.5","2663","2672","0.025794552825391292","0.02384715899825096","0.02794141322374344","2667.5","2663","2672","0.03167366571724415","0.028828442096710205","0.0338597409427166","2667.5","2663","2672","0.02593310996890068","0.023683886975049973","0.027875429019331932"
"221","2679.5","2675","2684","0.025266489945352077","0.02098057046532631","0.02915734425187111","2679.5","2675","2684","0.03100138083100319","0.02582520991563797","0.03630932420492172","2679.5","2675","2684","0.02515329048037529","0.023023033514618874","0.027482347562909126"
"222","2691.5","2687","2696","0.024372347630560398","0.02225111611187458","0.02714402973651886","2691.5","2687","2696","0.03093580324202776","0.02828606404364109","0.034913595765829086","2691.5","2687","2696","0.025545699894428252","0.024081265553832054","0.02943878248333931"
"223","2703.5","2699","2708","0.024859326146543025","0.021657926961779594","0.027788732200860977","2703.5","2699","2708","0.031072303466498852","0.02757558971643448","0.03374012932181358","2703.5","2699","2708","0.02587141450494528","0.02381729520857334","0.028890317305922508"
"224","2715.5","2711","2720","0.02371858935803175","0.021143555641174316","0.025382956489920616","2715.5","2711","2720","0.02972548082470894","0.02606065943837166","0.032630350440740585","2715.5","2711","2720","0.0258131792768836","0.02377423085272312","0.02760617434978485"
"225","2727.5","2723","2732","0.025604881159961224","0.022805357351899147","0.027919284999370575","2727.5","2723","2732","0.03193522039800882","0.0284280925989151","0.03501792252063751","2727.5","2723","2732","0.025491127744317055","0.02380300685763359","0.028124094009399414"
"226","2739.5","2735","2744","0.024354604817926884","0.0224839486181736","0.026274075731635094","2739.5","2735","2744","0.030878318846225737","0.029741697013378143","0.032680362462997437","2739.5","2735","2744","0.025674167461693286","0.022466955706477165","0.028008343651890755"
"227","2751.5","2747","2756","0.02514166906476021","0.023628726601600647","0.027286605909466743","2751.5","2747","2756","0.03147197384387255","0.02906561829149723","0.03510143980383873","2751.5","2747","2756","0.025358021445572376","0.024259157478809357","0.026837067678570747"
"228","2763.5","2759","2768","0.025034820660948753","0.02262837439775467","0.026694925501942635","2763.5","2759","2768","0.03081454783678055","0.028358984738588333","0.033176302909851074","2763.5","2759","2768","0.024505727365612982","0.021054886281490326","0.02791641652584076"
"229","2776","2771","2781","0.0247721809216521","0.022078534588217735","0.026131488382816315","2776","2771","2781","0.031589213250712914","0.02898954041302204","0.03399249166250229","2776","2771","2781","0.02489167892120101","0.02120751328766346","0.027667338028550148"
"230","2788.5","2784","2793","0.02433312386274338","0.023520607501268387","0.026264458894729614","2788.5","2784","2793","0.03068292811512947","0.029192185029387474","0.033342327922582626","2788.5","2784","2793","0.02443054225295782","0.021937111392617226","0.02692512981593609"
"231","2800.5","2796","2805","0.0243424853309989","0.02144492045044899","0.02693956531584263","2800.5","2796","2805","0.030577913299202918","0.027114251628518105","0.0352780781686306","2800.5","2796","2805","0.025334409438073635","0.022758331149816513","0.02751893177628517"
"232","2812.5","2808","2817","0.023973750323057173","0.022063802927732468","0.025717277079820633","2812.5","2808","2817","0.03024633079767227","0.027653003111481667","0.032172542065382004","2812.5","2808","2817","0.023785341531038284","0.02200545184314251","0.025286976248025894"
