"epoch","yv5s-coco-zipf-cas - _step","yv5s-coco-zipf-cas - _step__MIN","yv5s-coco-zipf-cas - _step__MAX","yv5s-coco-zipf-cas - map","yv5s-coco-zipf-cas - map__MIN","yv5s-coco-zipf-cas - map__MAX","yv5s-coco-zipf-rf-mean - _step","yv5s-coco-zipf-rf-mean - _step__MIN","yv5s-coco-zipf-rf-mean - _step__MAX","yv5s-coco-zipf-rf-mean - map","yv5s-coco-zipf-rf-mean - map__MIN","yv5s-coco-zipf-rf-mean - map__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - map","yv5s-coco-zipf - map__MIN","yv5s-coco-zipf - map__MAX"
"243","2951","2951","2951","0.29593172669410706","0.29593172669410706","0.29593172669410706","2951","2951","2951","0.2966352105140686","0.2966352105140686","0.2966352105140686","2951","2951","2951","0.2944989707800389","0.2944989707800389","0.2944989707800389"
"244","2963","2963","2963","0.29686328768730164","0.29686328768730164","0.29686328768730164","2963","2963","2963","0.29490724205970764","0.29490724205970764","0.29490724205970764","2963","2963","2963","0.28642277855521314","0.28642277855521314","0.28642277855521314"
"245","2975","2975","2975","0.2911158800125122","0.2911158800125122","0.2911158800125122","2975","2975","2975","0.29447558522224426","0.29447558522224426","0.29447558522224426","2975","2975","2975","0.29498204471264283","0.29498204471264283","0.29498204471264283"
"246","2987","2987","2987","0.2981715798377991","0.2981715798377991","0.2981715798377991","2987","2987","2987","0.3022216856479645","0.3022216856479645","0.3022216856479645","2987","2987","2987","0.29486741502526986","0.29486741502526986","0.29486741502526986"
"247","2999","2999","2999","0.3005799353122711","0.3005799353122711","0.3005799353122711","2999","2999","2999","0.3003028631210327","0.3003028631210327","0.3003028631210327","2999","2999","2999","0.296479959607663","0.296479959607663","0.296479959607663"
"248","3011","3011","3011","0.2945477366447449","0.2945477366447449","0.2945477366447449","3011","3011","3011","0.29640722274780273","0.29640722274780273","0.29640722274780273","3011","3011","3011","0.30018521489529376","0.30018521489529376","0.30018521489529376"
"249","3024","3024","3024","0.28616198897361755","0.28616198897361755","0.28616198897361755","3024","3024","3024","0.2947691082954407","0.2947691082954407","0.2947691082954407","3024","3024","3024","0.2960032996292818","0.2960032996292818","0.2960032996292818"
"250","3036","3036","3036","0.29393285512924194","0.29393285512924194","0.29393285512924194","3036","3036","3036","0.29083240032196045","0.29083240032196045","0.29083240032196045","3036","3036","3036","0.3098627939653807","0.3098627939653807","0.3098627939653807"
"251","3048","3048","3048","0.2957023084163666","0.2957023084163666","0.2957023084163666","3048","3048","3048","0.2953685522079468","0.2953685522079468","0.2953685522079468","3048","3048","3048","0.3028525473186789","0.3028525473186789","0.3028525473186789"
"252","3060","3060","3060","0.2914699614048004","0.2914699614048004","0.2914699614048004","3060","3060","3060","0.3002663254737854","0.3002663254737854","0.3002663254737854","3060","3060","3060","0.3004275608435747","0.3004275608435747","0.3004275608435747"
"253","3072","3072","3072","0.3033071756362915","0.3033071756362915","0.3033071756362915","3072","3072","3072","0.2974916100502014","0.2974916100502014","0.2974916100502014","3072","3072","3072","0.31151454102029363","0.31151454102029363","0.31151454102029363"
"254","3084","3084","3084","0.2997745871543884","0.2997745871543884","0.2997745871543884","3084","3084","3084","0.29555216431617737","0.29555216431617737","0.29555216431617737","3084","3084","3084","0.3000589360605462","0.3000589360605462","0.3000589360605462"
"255","3096","3096","3096","0.29577526450157166","0.29577526450157166","0.29577526450157166","3096","3096","3096","0.2973702549934387","0.2973702549934387","0.2973702549934387","3096","3096","3096","0.2981305126325657","0.2981305126325657","0.2981305126325657"
"256","3108","3108","3108","0.2946225702762604","0.2946225702762604","0.2946225702762604","3108","3108","3108","0.3018372058868408","0.3018372058868408","0.3018372058868408","3108","3108","3108","0.3011817377834269","0.3011817377834269","0.3011817377834269"
"257","3120","3120","3120","0.2995139956474304","0.2995139956474304","0.2995139956474304","3120","3120","3120","0.29984965920448303","0.29984965920448303","0.29984965920448303","3120","3120","3120","0.3039389744945887","0.3039389744945887","0.3039389744945887"
"258","3132","3132","3132","0.2939096689224243","0.2939096689224243","0.2939096689224243","3132","3132","3132","0.2963624596595764","0.2963624596595764","0.2963624596595764","3132","3132","3132","0.2996281969856512","0.2996281969856512","0.2996281969856512"
"259","3145","3145","3145","0.3056027889251709","0.3056027889251709","0.3056027889251709","3145","3145","3145","0.3042062222957611","0.3042062222957611","0.3042062222957611","3145","3145","3145","0.3066426282618705","0.3066426282618705","0.3066426282618705"
"260","3157","3157","3157","0.2998238801956177","0.2998238801956177","0.2998238801956177","3157","3157","3157","0.3052232265472412","0.3052232265472412","0.3052232265472412","3157","3157","3157","0.30802052806590413","0.30802052806590413","0.30802052806590413"
"261","3169","3169","3169","0.29708462953567505","0.29708462953567505","0.29708462953567505","3169","3169","3169","0.303567498922348","0.303567498922348","0.303567498922348","3169","3169","3169","0.30043743622294034","0.30043743622294034","0.30043743622294034"
"262","3181","3181","3181","0.29814258217811584","0.29814258217811584","0.29814258217811584","3181","3181","3181","0.2994983494281769","0.2994983494281769","0.2994983494281769","3181","3181","3181","0.3031809693659302","0.3031809693659302","0.3031809693659302"
"263","3193","3193","3193","0.29555633664131165","0.29555633664131165","0.29555633664131165","3193","3193","3193","0.2996324896812439","0.2996324896812439","0.2996324896812439","3193","3193","3193","0.30531936585016783","0.30531936585016783","0.30531936585016783"
"264","3205","3205","3205","0.29490068554878235","0.29490068554878235","0.29490068554878235","3205","3205","3205","0.30399855971336365","0.30399855971336365","0.30399855971336365","3205","3205","3205","0.30246151513705544","0.30246151513705544","0.30246151513705544"
"265","3217","3217","3217","0.29859262704849243","0.29859262704849243","0.29859262704849243","3217","3217","3217","0.2990058958530426","0.2990058958530426","0.2990058958530426","3217","3217","3217","0.30937258480584484","0.30937258480584484","0.30937258480584484"
"266","3229","3229","3229","0.3001091480255127","0.3001091480255127","0.3001091480255127","3229","3229","3229","0.30479833483695984","0.30479833483695984","0.30479833483695984","3229","3229","3229","0.3132164482624598","0.3132164482624598","0.3132164482624598"
"267","3241","3241","3241","0.3015168011188507","0.3015168011188507","0.3015168011188507","3241","3241","3241","0.29927903413772583","0.29927903413772583","0.29927903413772583","3241","3241","3241","0.30417946765645165","0.30417946765645165","0.30417946765645165"
"268","3253","3253","3253","0.2960606813430786","0.2960606813430786","0.2960606813430786","3253","3253","3253","0.3030906617641449","0.3030906617641449","0.3030906617641449","3253","3253","3253","0.3034533293516609","0.3034533293516609","0.3034533293516609"
"269","3266","3266","3266","0.3005073666572571","0.3005073666572571","0.3005073666572571","3266","3266","3266","0.29805076122283936","0.29805076122283936","0.29805076122283936","3266","3266","3266","0.3043627070585007","0.3043627070585007","0.3043627070585007"
"270","3278","3278","3278","0.3033900558948517","0.3033900558948517","0.3033900558948517","3278","3278","3278","0.29383090138435364","0.29383090138435364","0.29383090138435364","3278","3278","3278","0.30952830224104266","0.30952830224104266","0.30952830224104266"
"271","3290","3290","3290","0.2966940402984619","0.2966940402984619","0.2966940402984619","3290","3290","3290","0.2968093454837799","0.2968093454837799","0.2968093454837799","3290","3290","3290","0.3101410689518938","0.3101410689518938","0.3101410689518938"
"272","3302","3302","3302","0.301544189453125","0.301544189453125","0.301544189453125","3302","3302","3302","0.3076440989971161","0.3076440989971161","0.3076440989971161","3302","3302","3302","0.3101402723903335","0.3101402723903335","0.3101402723903335"
"273","3314","3314","3314","0.2983458638191223","0.2983458638191223","0.2983458638191223","3314","3314","3314","0.29771167039871216","0.29771167039871216","0.29771167039871216","3314","3314","3314","0.30568456813828","0.30568456813828","0.30568456813828"
"274","3326","3326","3326","0.30324411392211914","0.30324411392211914","0.30324411392211914","3326","3326","3326","0.3014492094516754","0.3014492094516754","0.3014492094516754","3326","3326","3326","0.3059586204073702","0.3059586204073702","0.3059586204073702"
"275","3338","3338","3338","0.30517032742500305","0.30517032742500305","0.30517032742500305","3338","3338","3338","0.3032667636871338","0.3032667636871338","0.3032667636871338","3338","3338","3338","0.30811407118400025","0.30811407118400025","0.30811407118400025"
"276","3350","3350","3350","0.3079262971878052","0.3079262971878052","0.3079262971878052","3350","3350","3350","0.30233249068260193","0.30233249068260193","0.30233249068260193","3350","3350","3350","0.31192843357058386","0.31192843357058386","0.31192843357058386"
"277","3362","3362","3362","0.3039379417896271","0.3039379417896271","0.3039379417896271","3362","3362","3362","0.3005560636520386","0.3005560636520386","0.3005560636520386","3362","3362","3362","0.30778651269232726","0.30778651269232726","0.30778651269232726"
"278","3374","3374","3374","0.30214616656303406","0.30214616656303406","0.30214616656303406","3374","3374","3374","0.300746351480484","0.300746351480484","0.300746351480484","3374","3374","3374","0.31076099228149323","0.31076099228149323","0.31076099228149323"
"279","3387","3387","3387","0.30493998527526855","0.30493998527526855","0.30493998527526855","3387","3387","3387","0.3029487431049347","0.3029487431049347","0.3029487431049347","3387","3387","3387","0.3101445345845291","0.3101445345845291","0.3101445345845291"
"280","3399","3399","3399","0.2995299994945526","0.2995299994945526","0.2995299994945526","3399","3399","3399","0.3079330325126648","0.3079330325126648","0.3079330325126648","3399","3399","3399","0.31582857340323905","0.31582857340323905","0.31582857340323905"
"281","3411","3411","3411","0.30025142431259155","0.30025142431259155","0.30025142431259155","3411","3411","3411","0.3045344650745392","0.3045344650745392","0.3045344650745392","3411","3411","3411","0.31335276366707343","0.31335276366707343","0.31335276366707343"
"282","3423","3423","3423","0.3001152276992798","0.3001152276992798","0.3001152276992798","3423","3423","3423","0.3009047508239746","0.3009047508239746","0.3009047508239746","3423","3423","3423","0.31169486566044285","0.31169486566044285","0.31169486566044285"
"283","3435","3435","3435","0.3001605272293091","0.3001605272293091","0.3001605272293091","3435","3435","3435","0.31124141812324524","0.31124141812324524","0.31124141812324524","3435","3435","3435","0.30596251318963874","0.30596251318963874","0.30596251318963874"
"284","3447","3447","3447","0.3112994134426117","0.3112994134426117","0.3112994134426117","3447","3447","3447","0.3057326674461365","0.3057326674461365","0.3057326674461365","3447","3447","3447","0.31936915067915","0.31936915067915","0.31936915067915"
"285","3459","3459","3459","0.3089554011821747","0.3089554011821747","0.3089554011821747","3459","3459","3459","0.30730631947517395","0.30730631947517395","0.30730631947517395","3459","3459","3459","0.31942663295214224","0.31942663295214224","0.31942663295214224"
"286","3471","3471","3471","0.3141900300979614","0.3141900300979614","0.3141900300979614","3471","3471","3471","0.3061445653438568","0.3061445653438568","0.3061445653438568","3471","3471","3471","0.3157242295529775","0.3157242295529775","0.3157242295529775"
"287","3483","3483","3483","0.3080466687679291","0.3080466687679291","0.3080466687679291","3483","3483","3483","0.30653464794158936","0.30653464794158936","0.30653464794158936","3483","3483","3483","0.3134717093677353","0.3134717093677353","0.3134717093677353"
"288","3495","3495","3495","0.3022632300853729","0.3022632300853729","0.3022632300853729","3495","3495","3495","0.3057728111743927","0.3057728111743927","0.3057728111743927","3495","3495","3495","0.3181246439225293","0.3181246439225293","0.3181246439225293"
"289","3508","3508","3508","0.303271621465683","0.303271621465683","0.303271621465683","3508","3508","3508","0.30825871229171753","0.30825871229171753","0.30825871229171753","3508","3508","3508","0.3137714346795873","0.3137714346795873","0.3137714346795873"
"290","3520","3520","3520","0.30553895235061646","0.30553895235061646","0.30553895235061646","3520","3520","3520","0.30655723810195923","0.30655723810195923","0.30655723810195923","3520","3520","3520","0.316142434333896","0.316142434333896","0.316142434333896"
"291","3532","3532","3532","0.3075786530971527","0.3075786530971527","0.3075786530971527","3532","3532","3532","0.31124377250671387","0.31124377250671387","0.31124377250671387","3532","3532","3532","0.31754149384734476","0.31754149384734476","0.31754149384734476"
"292","3544","3544","3544","0.30877143144607544","0.30877143144607544","0.30877143144607544","3544","3544","3544","0.30887308716773987","0.30887308716773987","0.30887308716773987","3544","3544","3544","0.3172427416550727","0.3172427416550727","0.3172427416550727"
"293","3556","3556","3556","0.30881813168525696","0.30881813168525696","0.30881813168525696","3556","3556","3556","0.3027135729789734","0.3027135729789734","0.3027135729789734","3556","3556","3556","0.31371517626268647","0.31371517626268647","0.31371517626268647"
"294","3568","3568","3568","0.30940401554107666","0.30940401554107666","0.30940401554107666","3568","3568","3568","0.3052232265472412","0.3052232265472412","0.3052232265472412","3568","3568","3568","0.31705986542524894","0.31705986542524894","0.31705986542524894"
"295","3580","3580","3580","0.30792349576950073","0.30792349576950073","0.30792349576950073","3580","3580","3580","0.2993425130844116","0.2993425130844116","0.2993425130844116","3580","3580","3580","0.3163957042845885","0.3163957042845885","0.3163957042845885"
"296","3592","3592","3592","0.3069974482059479","0.3069974482059479","0.3069974482059479","3592","3592","3592","0.3076186776161194","0.3076186776161194","0.3076186776161194","3592","3592","3592","0.31686135937132076","0.31686135937132076","0.31686135937132076"
"297","3604","3604","3604","0.3119387924671173","0.3119387924671173","0.3119387924671173","3604","3604","3604","0.30592483282089233","0.30592483282089233","0.30592483282089233","3604","3604","3604","0.31814018842827524","0.31814018842827524","0.31814018842827524"
"298","3616","3616","3616","0.30759257078170776","0.30759257078170776","0.30759257078170776","3616","3616","3616","0.30960389971733093","0.30960389971733093","0.30960389971733093","3616","3616","3616","0.31808444229535154","0.31808444229535154","0.31808444229535154"
"299","3629","3629","3629","0.3096226751804352","0.3096226751804352","0.3096226751804352","3629","3629","3629","0.3103977143764496","0.3103977143764496","0.3103977143764496","3629","3629","3629","0.3206526674658356","0.3206526674658356","0.3206526674658356"
