"epoch","yv5s-coco-zipf-loss-weights-tuned - _step","yv5s-coco-zipf-loss-weights-tuned - _step__MIN","yv5s-coco-zipf-loss-weights-tuned - _step__MAX","yv5s-coco-zipf-loss-weights-tuned - cls","yv5s-coco-zipf-loss-weights-tuned - cls__MIN","yv5s-coco-zipf-loss-weights-tuned - cls__MAX","yv5s-coco-zipf-loss-weights - _step","yv5s-coco-zipf-loss-weights - _step__MIN","yv5s-coco-zipf-loss-weights - _step__MAX","yv5s-coco-zipf-loss-weights - cls","yv5s-coco-zipf-loss-weights - cls__MIN","yv5s-coco-zipf-loss-weights - cls__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - cls","yv5s-coco-zipf - cls__MIN","yv5s-coco-zipf - cls__MAX"
"118","1432.5","1428","1437","0.006163392541930079","0.005045648198574781","0.008704758249223232","1432.5","1428","1437","0.06225328966975212","0.049751512706279755","0.0726659819483757","1432.5","1428","1437","0.012000545486807823","0.008679482154548168","0.014145035296678543"
"119","1445","1440","1450","0.005852448584681208","0.004978121258318424","0.006857676897197962","1445","1440","1450","0.060026540674946526","0.0477602556347847","0.07244599610567093","1445","1440","1450","0.012469141236083075","0.01039090659469366","0.014370700344443321"
"120","1457.5","1453","1462","0.005493725137785077","0.004617734346538782","0.006539506372064352","1457.5","1453","1462","0.06052831262350082","0.05347083508968353","0.067414291203022","1457.5","1453","1462","0.012007705122232436","0.009708715602755547","0.013285582885146141"
"121","1469.5","1465","1474","0.0059986022301018235","0.0049423472955822945","0.00707255769520998","1469.5","1465","1474","0.06305234655737876","0.046631358563899994","0.07746537774801254","1469.5","1465","1474","0.012502747122198343","0.010764645412564278","0.015038898214697838"
"122","1481.5","1477","1486","0.00607530060224235","0.005625840276479721","0.0069334120489656925","1481.5","1477","1486","0.062234630435705186","0.05332866311073303","0.0688314288854599","1481.5","1477","1486","0.01222199285402894","0.009699800983071327","0.01466681994497776"
"123","1493.5","1489","1498","0.0059443092439323665","0.0051052989438176155","0.007048608269542456","1493.5","1489","1498","0.06368698887526988","0.05037417262792587","0.07782439887523651","1493.5","1489","1498","0.012303794734179974","0.011284863576292992","0.014532222412526608"
"124","1505.5","1501","1510","0.00555131328292191","0.004867661744356155","0.006252743303775787","1505.5","1501","1510","0.06182052455842495","0.05186498165130615","0.07444697618484497","1505.5","1501","1510","0.012160369381308555","0.01086900569498539","0.01319524273276329"
"125","1517.5","1513","1522","0.005909518757835031","0.0050306967459619045","0.007213460747152567","1517.5","1513","1522","0.06260743252933025","0.054018568247556686","0.0696713775396347","1517.5","1513","1522","0.012320870812982321","0.01080015767365694","0.014186311513185501"
"126","1529.5","1525","1534","0.005715026101097464","0.004737412557005882","0.00616033049300313","1529.5","1525","1534","0.05922197066247463","0.050363436341285706","0.07163605093955994","1529.5","1525","1534","0.011608959455043078","0.008686987683176994","0.01476135291159153"
"127","1541.5","1537","1546","0.005307460250332951","0.004203694872558117","0.006083452608436346","1541.5","1537","1546","0.05898522734642029","0.04999291151762009","0.07074225693941116","1541.5","1537","1546","0.01185548324137926","0.009950587525963783","0.015607718378305435"
"128","1553.5","1549","1558","0.0060334552079439165","0.0049904026091098785","0.007770691066980362","1553.5","1549","1558","0.06387478001415729","0.04687071219086647","0.07338026165962219","1553.5","1549","1558","0.011964047886431217","0.010274802334606647","0.015442664735019207"
"129","1566","1561","1571","0.005833014972846617","0.004573639947921038","0.006899169180542231","1566","1561","1571","0.057910266586325386","0.050241269171237946","0.0684104785323143","1566","1561","1571","0.013206095265393908","0.01095651276409626","0.015506785362958908"
"130","1578.5","1574","1583","0.005548165086656809","0.005012101028114557","0.006429805886000395","1578.5","1574","1583","0.056010511517524716","0.0488768108189106","0.06664608418941498","1578.5","1574","1583","0.011419811379164457","0.008657028898596764","0.013656316325068474"
"131","1590.5","1586","1595","0.005704136611893773","0.005111157428473234","0.006551477592438459","1590.5","1586","1595","0.05790318064391613","0.04929637908935547","0.06865593791007996","1590.5","1586","1595","0.01188555546104908","0.010336123406887054","0.01439744047820568"
"132","1602.5","1598","1607","0.005485428310930729","0.004614683333784342","0.006495061796158552","1602.5","1598","1607","0.056292520463466646","0.04761374741792679","0.06242220848798752","1602.5","1598","1607","0.011681034043431283","0.00930805504322052","0.013299353420734406"
"133","1614.5","1610","1619","0.005610225908458233","0.004757707007229328","0.0062774657271802425","1614.5","1610","1619","0.05925034880638123","0.04941551387310028","0.06637215614318848","1614.5","1610","1619","0.01082413773983717","0.008441108278930187","0.012637915089726448"
"134","1626.5","1622","1631","0.005535519914701581","0.004627804271876812","0.006877040024846792","1626.5","1622","1631","0.05687392987310887","0.04802278056740761","0.06806957721710205","1626.5","1622","1631","0.011377087887376547","0.009535251185297966","0.01277194544672966"
"135","1638.5","1634","1643","0.005176883190870285","0.004425266291946173","0.006306003779172897","1638.5","1634","1643","0.05622309073805809","0.04757126793265343","0.06808426231145859","1638.5","1634","1643","0.012304761912673712","0.010881230235099792","0.014890073798596859"
"136","1650.5","1646","1655","0.005565386218950153","0.004479211755096912","0.006381332874298096","1650.5","1646","1655","0.05825046375393868","0.04578622058033943","0.0748428925871849","1650.5","1646","1655","0.011783153470605611","0.010783893056213856","0.013656563125550747"
"137","1662.5","1658","1667","0.0056682588066905735","0.004717014729976654","0.007349702995270491","1662.5","1658","1667","0.05649387389421463","0.04624056816101074","0.06825747340917587","1662.5","1658","1667","0.011421752255409956","0.009030718356370926","0.01421908289194107"
"138","1674.5","1670","1679","0.004915111325681209","0.004234659019857645","0.006312164012342691","1674.5","1670","1679","0.05030931755900383","0.03919222578406334","0.07891029119491577","1674.5","1670","1679","0.011787193734198809","0.00944044440984726","0.013979081064462662"
"139","1687","1682","1692","0.005433064589107578","0.0040328167378902435","0.007058171089738607","1687","1682","1692","0.057822530242529785","0.04478393495082855","0.0840858519077301","1687","1682","1692","0.011750606735321608","0.010395128279924393","0.013039499521255493"
"140","1699.5","1695","1704","0.005530717503279448","0.004458464682102203","0.006363546941429377","1699.5","1695","1704","0.05858733244240284","0.04343698173761368","0.06849483400583267","1699.5","1695","1704","0.011650248151272535","0.009731171652674675","0.013924936763942242"
"141","1711.5","1707","1716","0.0052866868674755095","0.004670929629355669","0.007308752741664648","1711.5","1707","1716","0.055215589702129364","0.049449775367975235","0.061625998467206955","1711.5","1707","1716","0.011359871551394462","0.009266871027648449","0.013978568837046623"
"142","1723.5","1719","1728","0.005779858725145459","0.004747363273054361","0.006494137924164534","1723.5","1719","1728","0.059434985369443895","0.04697774723172188","0.07150675356388092","1723.5","1719","1728","0.010595440492033958","0.009117662906646729","0.012323679402470589"
"143","1735.5","1731","1740","0.005727933812886476","0.0048906030133366585","0.006367367692291737","1735.5","1731","1740","0.058010862395167354","0.04594873636960983","0.06990203261375427","1735.5","1731","1740","0.011201219260692596","0.008983602747321129","0.014522295445203781"
"144","1747.5","1743","1752","0.005386475380510092","0.004618926905095577","0.0068158358335494995","1747.5","1743","1752","0.05642611607909202","0.04618246853351593","0.07321204245090485","1747.5","1743","1752","0.010682746488600969","0.008308954536914825","0.01241302490234375"
"145","1759.5","1755","1764","0.00507694436237216","0.004010651260614395","0.0059767430648207664","1759.5","1755","1764","0.05660809464752674","0.04625626653432846","0.06583568453788757","1759.5","1755","1764","0.011331273522228003","0.009699437767267227","0.012757519260048866"
"146","1771.5","1767","1776","0.005117690563201905","0.00438826996833086","0.006281380541622639","1771.5","1767","1776","0.051948238536715506","0.04371200501918793","0.06395430117845535","1771.5","1767","1776","0.01088048592209816","0.009109247475862503","0.01453271321952343"
"147","1783.5","1779","1788","0.005330944899469614","0.004620574414730072","0.006798837333917618","1783.5","1779","1788","0.05458693727850914","0.04783416539430618","0.06746572256088257","1783.5","1779","1788","0.011309609841555357","0.008463757112622261","0.01350388117134571"
"148","1795.5","1791","1800","0.005237806867808103","0.00429931003600359","0.006180074531584978","1795.5","1791","1800","0.05431537330150604","0.04367233067750931","0.06898297369480133","1795.5","1791","1800","0.010778631363064051","0.009220537729561329","0.013193784281611443"
"149","1808","1803","1813","0.00506209131245586","0.0038165783043950796","0.0063531058840453625","1808","1803","1813","0.053240724923935806","0.03963926434516907","0.0660613477230072","1808","1803","1813","0.01109817632558671","0.009873662143945694","0.012985145673155785"
"150","1820.5","1816","1825","0.0052545170299708845","0.004431575071066618","0.0065062763169407845","1820.5","1816","1825","0.05295850969851017","0.041977398097515106","0.06336641311645508","1820.5","1816","1825","0.011084217485040427","0.008940698578953743","0.012484513223171234"
"151","1832.5","1828","1837","0.0049572619143873455","0.003972713835537434","0.006084367632865906","1832.5","1828","1837","0.052981645241379736","0.04428999871015549","0.0626855343580246","1832.5","1828","1837","0.011193944979459048","0.009068900719285011","0.012680389918386936"
"152","1844.5","1840","1849","0.005096566863358021","0.004372833762317896","0.005658198148012161","1844.5","1840","1849","0.05397003255784512","0.044599249958992004","0.061375297605991364","1844.5","1840","1849","0.01049740593880415","0.007781997323036194","0.01242903247475624"
"153","1856.5","1852","1861","0.005113619426265359","0.0040708668529987335","0.0061747538857162","1856.5","1852","1861","0.051827216148376466","0.04340314492583275","0.06067628413438797","1856.5","1852","1861","0.01180163724347949","0.009609163738787174","0.01425259280949831"
"154","1868.5","1864","1873","0.004605730064213276","0.004073708783835173","0.0050383443012833595","1868.5","1864","1873","0.05131833516061306","0.04445894807577133","0.06151372939348221","1868.5","1864","1873","0.010026285890489817","0.008187804371118546","0.012865890748798847"
"155","1880.5","1876","1885","0.005037030577659607","0.004314493853598833","0.0061860778369009495","1880.5","1876","1885","0.05110444277524948","0.04219236597418785","0.05731310695409775","1880.5","1876","1885","0.01104711415246129","0.00935052614659071","0.013674721121788025"
"156","1892.5","1888","1897","0.004803274176083505","0.0037206404376775026","0.006188420578837395","1892.5","1888","1897","0.050178596004843715","0.037688445299863815","0.06468182802200317","1892.5","1888","1897","0.010780795011669397","0.008499305695295334","0.012743955478072166"
"157","1904.5","1900","1909","0.004933278262615204","0.003909409046173096","0.005913388915359974","1904.5","1900","1909","0.05161629468202591","0.04005039855837822","0.06295199692249298","1904.5","1900","1909","0.011008396372199058","0.008791236206889153","0.013253387063741684"
"158","1916.5","1912","1921","0.005003445781767368","0.004160871263593435","0.006206403020769358","1916.5","1912","1921","0.049753709137439726","0.040746189653873444","0.0573263019323349","1916.5","1912","1921","0.010135615337640047","0.00865069031715393","0.011913713999092579"
"159","1929","1924","1934","0.0049440277825025","0.004373008385300636","0.005766996182501316","1929","1924","1934","0.051338077946142716","0.034254711121320724","0.06338026374578476","1929","1924","1934","0.010793289762328972","0.00866582803428173","0.012937682680785656"
"160","1941.5","1937","1946","0.0052187788300216194","0.004438561387360096","0.00636832881718874","1941.5","1937","1946","0.05554659701883793","0.0452345535159111","0.06808381527662277","1941.5","1937","1946","0.01039886698126793","0.008757736533880234","0.011724986135959625"
"161","1953.5","1949","1958","0.005052295560017228","0.004282044712454081","0.006121546030044556","1953.5","1949","1958","0.05248394198715687","0.04456137865781784","0.06372328102588654","1953.5","1949","1958","0.01047224160283804","0.006947211921215057","0.012543169781565666"
"162","1965.5","1961","1970","0.004811926232650876","0.004140175879001617","0.0056214709766209126","1965.5","1961","1970","0.04974674172699452","0.04250047355890274","0.058386076241731644","1965.5","1961","1970","0.009773549064993859","0.008660350926220417","0.011754190549254417"
"163","1977.5","1973","1982","0.0049517698585987095","0.004367259796708822","0.006016457919031382","1977.5","1973","1982","0.05051467232406139","0.039334990084171295","0.06595123559236526","1977.5","1973","1982","0.010344290547072888","0.008887085132300854","0.011781327426433563"
"164","1989.5","1985","1994","0.004929571226239204","0.00405509676784277","0.005815580952912569","1989.5","1985","1994","0.05279455780982971","0.040022023022174835","0.06479500234127045","1989.5","1985","1994","0.009867526032030583","0.008114030584692955","0.013660162687301636"
"165","2001.5","1997","2006","0.004567970032803714","0.0036998481955379248","0.005255152937024832","2001.5","1997","2006","0.048661331087350844","0.04298849403858185","0.05738065391778946","2001.5","1997","2006","0.010172539949417114","0.008402194827795029","0.011631094850599766"
"166","2013.5","2009","2018","0.004946030490100384","0.004033166915178299","0.006095270160585642","2013.5","2009","2018","0.04989775381982327","0.03747236728668213","0.06622528284788132","2013.5","2009","2018","0.010365692246705294","0.007996980100870132","0.012932267040014267"
"167","2025.5","2021","2030","0.004406174086034298","0.003475673496723175","0.005196120589971542","2025.5","2021","2030","0.04633401520550251","0.03700825572013855","0.058106936514377594","2025.5","2021","2030","0.00986573863774538","0.008670459501445293","0.010952620767056942"
"168","2037.5","2033","2042","0.004893250111490488","0.003330191597342491","0.005960372276604176","2037.5","2033","2042","0.05044356249272823","0.03862413763999939","0.06506235897541046","2037.5","2033","2042","0.009466731641441583","0.0073047056794166565","0.012552862986922264"
"169","2050","2045","2055","0.004504893673583865","0.0038471834268420935","0.005944378674030304","2050","2045","2055","0.04482432725754651","0.03607640042901039","0.053596414625644684","2050","2045","2055","0.009921217167919332","0.007556859403848648","0.011497984640300274"
"170","2062.5","2058","2067","0.00515267220325768","0.0046335989609360695","0.006104377564042807","2062.5","2058","2067","0.05071850754320621","0.04303645342588425","0.06078190356492996","2062.5","2058","2067","0.009932564571499825","0.008103357627987862","0.011344154365360737"
"171","2074.5","2070","2079","0.0050982173532247545","0.003884619567543268","0.006712596397846937","2074.5","2070","2079","0.04821849651634693","0.040586553514003754","0.05998189002275467","2074.5","2070","2079","0.009261232614517213","0.007834152318537235","0.011211688630282879"
"172","2086.5","2082","2091","0.004521332401782274","0.0038777743466198444","0.005383519921451807","2086.5","2082","2091","0.04467175267636776","0.039929017424583435","0.05178955942392349","2086.5","2082","2091","0.010447513032704591","0.008022855967283249","0.013487201184034348"
"173","2098.5","2094","2103","0.004756166506558657","0.003928211983293295","0.005341663956642151","2098.5","2094","2103","0.047835163027048114","0.04043890908360481","0.053887806832790375","2098.5","2094","2103","0.00943422019481659","0.008340067230165005","0.010275809094309807"
"174","2110.5","2106","2115","0.004852412408217788","0.004197126254439354","0.006115778815001249","2110.5","2106","2115","0.05146317929029465","0.039430052042007446","0.07923862338066101","2110.5","2106","2115","0.009216658677905798","0.008562976494431496","0.010305585339665413"
"175","2122.5","2118","2127","0.004487796546891331","0.0036889032926410437","0.006097576580941677","2122.5","2118","2127","0.046156718581914905","0.03722773492336273","0.05797670781612396","2122.5","2118","2127","0.009945409558713435","0.0077025629580020905","0.011974606662988663"
"176","2134.5","2130","2139","0.005021560285240412","0.004210851155221462","0.005863191094249487","2134.5","2130","2139","0.049853043630719185","0.04289380460977554","0.0616803914308548","2134.5","2130","2139","0.00892104096710682","0.006384021602571011","0.010966755449771881"
"177","2146.5","2142","2151","0.004457337269559503","0.0037857741117477417","0.0052197896875441074","2146.5","2142","2151","0.04240129701793194","0.03220066428184509","0.04860219359397888","2146.5","2142","2151","0.009598440583795309","0.006445462815463543","0.011409120634198189"
"178","2158.5","2154","2163","0.0047089936910197135","0.003644157899543643","0.0054151141084730625","2158.5","2154","2163","0.05112011320888996","0.04219456762075424","0.06042199209332466","2158.5","2154","2163","0.009548164810985327","0.0067419568076729774","0.011477787047624588"
"179","2171","2166","2176","0.004795160419730978","0.003753629745915532","0.006262092385441065","2171","2166","2176","0.04764477129686962","0.03382086008787155","0.06063161417841911","2171","2166","2176","0.009998541536994955","0.007187070325016975","0.012436567805707455"
"180","2183.5","2179","2188","0.004909270931966603","0.003481528488919139","0.006045105401426554","2183.5","2179","2188","0.0514565210789442","0.03873545676469803","0.06541334092617035","2183.5","2179","2188","0.00946188447996974","0.007504560053348541","0.011904345825314522"
"181","2195.5","2191","2200","0.004360589454881847","0.0034546309616416693","0.005059470888227224","2195.5","2191","2200","0.043279115483164786","0.03270191699266434","0.05214490741491318","2195.5","2191","2200","0.009285619016736746","0.007096433080732822","0.01146634854376316"
"182","2207.5","2203","2212","0.00466118126641959","0.0038136213552206755","0.00519409729167819","2207.5","2203","2212","0.044557501748204234","0.03768864646553993","0.04845995455980301","2207.5","2203","2212","0.00923307416960597","0.007868173532187939","0.010437464341521263"
"183","2219.5","2215","2224","0.004525736696086824","0.0038342659827321768","0.005837062373757362","2219.5","2215","2224","0.0445621557533741","0.03663467615842819","0.05973052233457565","2219.5","2215","2224","0.00965405972674489","0.0062948474660515785","0.012317948043346405"
"184","2231.5","2227","2236","0.004401075281202793","0.003649970283731818","0.005196115933358669","2231.5","2227","2236","0.04531196169555187","0.03732689842581749","0.06113175302743912","2231.5","2227","2236","0.00938928327523172","0.006564128678292036","0.010658773593604565"
"185","2243.5","2239","2248","0.004703529039397835","0.0036294464953243732","0.005716228391975164","2243.5","2239","2248","0.04730918183922768","0.04037224501371384","0.05509026348590851","2243.5","2239","2248","0.009815079532563687","0.008292733691632748","0.011454993858933449"
"186","2255.5","2251","2260","0.004476300347596407","0.0036863484419882298","0.005741930101066828","2255.5","2251","2260","0.046624229103326795","0.03808340057730675","0.053459130227565765","2255.5","2251","2260","0.009379459451884032","0.007597129791975021","0.011085884645581245"
"187","2267.5","2263","2272","0.004516800935380161","0.003738444996997714","0.005455303937196732","2267.5","2263","2272","0.041858033090829846","0.035646162927150726","0.04803656414151192","2267.5","2263","2272","0.009130668407306076","0.006936969701200724","0.012463643215596676"
"188","2279.5","2275","2284","0.00425983527675271","0.003804872278124094","0.0049119251780211926","2279.5","2275","2284","0.04187765158712864","0.03754342347383499","0.049133624881505966","2279.5","2275","2284","0.008907100651413202","0.007753542624413967","0.011436866596341133"
"189","2292","2287","2297","0.004465490135110237","0.003648762358352542","0.005565059836953878","2292","2287","2297","0.04415075819600712","0.03408656269311905","0.06160461902618408","2292","2287","2297","0.009415663736449047","0.007286394480615854","0.013062810525298119"
"190","2304.5","2300","2309","0.0045353387715294955","0.0038851674180477858","0.005879352334886789","2304.5","2300","2309","0.04682729542255402","0.041195422410964966","0.057572610676288605","2304.5","2300","2309","0.009207292832434178","0.0072679417207837105","0.010739753022789955"
"191","2316.5","2312","2321","0.004352658707648516","0.0035454274620860815","0.00515072513371706","2316.5","2312","2321","0.04697730578482151","0.03665938228368759","0.05689860135316849","2316.5","2312","2321","0.009561698231846095","0.008136307820677757","0.011309793218970299"
"192","2328.5","2324","2333","0.004641765961423516","0.0036262832581996918","0.0067573352716863155","2328.5","2324","2333","0.04402670711278915","0.034511499106884","0.05989472195506096","2328.5","2324","2333","0.0095586359500885","0.008354847319424152","0.012072425335645676"
"193","2340.5","2336","2345","0.004126483388245106","0.003631985280662775","0.005124569404870272","2340.5","2336","2345","0.04307538643479347","0.030556514859199524","0.0614372119307518","2340.5","2336","2345","0.008524838788434862","0.006101504433900118","0.01081955898553133"
"194","2352.5","2348","2357","0.0043261548737064","0.003197289304807782","0.0055001708678901196","2352.5","2348","2357","0.04243282452225685","0.0311419740319252","0.051172204315662384","2352.5","2348","2357","0.009415964176878334","0.007520127110183239","0.011782543733716011"
"195","2364.5","2360","2369","0.004318469087593257","0.0037381486035883427","0.004877399653196335","2364.5","2360","2369","0.042126348987221715","0.03635910525918007","0.04800186678767204","2364.5","2360","2369","0.009037663461640477","0.0077525717206299305","0.011733237653970718"
"196","2376.5","2372","2381","0.00411009865347296","0.0032438281923532486","0.005077995825558901","2376.5","2372","2381","0.04163450188934803","0.031558603048324585","0.0534319169819355","2376.5","2372","2381","0.009265214717015625","0.007589369546622038","0.010503152385354042"
"197","2388.5","2384","2393","0.004352454794570804","0.003720224369317293","0.005183454602956772","2388.5","2384","2393","0.044720059633255003","0.03579387813806534","0.0549786314368248","2388.5","2384","2393","0.008508598897606134","0.006460449658334255","0.01015990786254406"
"198","2400.5","2396","2405","0.004419560777023435","0.0033971425145864487","0.005804638843983412","2400.5","2396","2405","0.041327090561389924","0.033609453588724136","0.049637120217084885","2400.5","2396","2405","0.008714423375204205","0.006156081799417734","0.011197494342923164"
"199","2413","2408","2418","0.0042562441985038195","0.003131075296550989","0.006131296511739492","2413","2408","2418","0.043687470934607765","0.032118506729602814","0.06227659434080124","2413","2408","2418","0.008958532559600744","0.007998606190085411","0.010299698449671268"
"200","2425.5","2421","2430","0.004197201831266284","0.003614990506321192","0.005841100588440895","2425.5","2421","2430","0.0419953927397728","0.03418348729610443","0.0556439533829689","2425.5","2421","2430","0.008202802808955311","0.007514164783060551","0.00924487691372633"
"201","2437.5","2433","2442","0.0038884449750185013","0.0031227469444274902","0.004397254437208176","2437.5","2433","2442","0.041045015677809715","0.03200715035200119","0.05552610754966736","2437.5","2433","2442","0.008770029712468385","0.005806592293083668","0.01096978411078453"
"202","2449.5","2445","2454","0.0042668421985581515","0.0037508048117160797","0.005279005970805883","2449.5","2445","2454","0.042375006899237636","0.03162677213549614","0.049155980348587036","2449.5","2445","2454","0.008867538906633854","0.00748338270932436","0.0107905687764287"
"203","2461.5","2457","2466","0.004071392281912267","0.003290400607511401","0.004845630377531052","2461.5","2457","2466","0.04137422032654285","0.03550407290458679","0.051583144813776016","2461.5","2457","2466","0.008369239512830973","0.006385747343301773","0.009273380041122437"
"204","2473.5","2469","2478","0.004003167501650751","0.003479326143860817","0.004720339551568031","2473.5","2469","2478","0.038212022930383685","0.0300605371594429","0.04470531642436981","2473.5","2469","2478","0.008780919574201107","0.007158799096941948","0.010204719379544258"
"205","2485.5","2481","2490","0.004502673610113561","0.0036833875346928835","0.00529472716152668","2485.5","2481","2490","0.04552227295935154","0.036163996905088425","0.05444668233394623","2485.5","2481","2490","0.008129106368869543","0.006720338948071003","0.009758537635207176"
"206","2497.5","2493","2502","0.004326689662411809","0.0035149806644767523","0.00538345193490386","2497.5","2493","2502","0.041714321449398996","0.03884804993867874","0.049114637076854706","2497.5","2493","2502","0.007161217555403709","0.005427449941635132","0.008694908581674099"
"207","2509.5","2505","2514","0.004073916398920119","0.002939387923106551","0.005393688101321459","2509.5","2505","2514","0.04315751343965531","0.033166028559207916","0.05988408625125885","2509.5","2505","2514","0.008566927397623658","0.007383124437183142","0.009536788798868656"
"208","2521.5","2517","2526","0.004602880077436566","0.0033241123892366886","0.006094514857977629","2521.5","2517","2526","0.04160415306687355","0.032345645129680634","0.05258314311504364","2521.5","2517","2526","0.008258388284593821","0.006881110370159149","0.009687710553407669"
"209","2534","2529","2539","0.004087641433050687","0.003230588510632515","0.005232551600784063","2534","2529","2539","0.0405854464254596","0.03456224501132965","0.04745975881814957","2534","2529","2539","0.008156654001636938","0.006371405906975269","0.010773338377475739"
"210","2546.5","2542","2551","0.004093914665281773","0.0033783966209739447","0.005285977851599455","2546.5","2542","2551","0.0425948478281498","0.03191876411437988","0.05233392119407654","2546.5","2542","2551","0.008487177873030305","0.007036461494863033","0.009884119965136051"
"211","2558.5","2554","2563","0.00398339000530541","0.003065527183935046","0.004695012699812651","2558.5","2554","2563","0.039454993605613706","0.033023200929164886","0.04545287787914276","2558.5","2554","2563","0.008082208829000593","0.006215359549969435","0.009813361801207066"
"212","2570.5","2566","2575","0.004043062683194876","0.002830738201737404","0.004895609803497791","2570.5","2566","2575","0.03934785425662994","0.031547389924526215","0.04643808305263519","2570.5","2566","2575","0.007807449577376247","0.006465942598879337","0.009603681042790413"
"213","2582.5","2578","2587","0.004165791510604322","0.0034239001106470823","0.005072863306850195","2582.5","2578","2587","0.04137322269380093","0.03317953273653984","0.04935221001505852","2582.5","2578","2587","0.007829847652465105","0.0064650895074009895","0.009129933081567287"
"214","2594.5","2590","2599","0.003827308816835284","0.0031008627265691757","0.004153212532401085","2594.5","2590","2599","0.03810096643865109","0.029759813100099564","0.04888029396533966","2594.5","2590","2599","0.007975381007418037","0.006507638841867447","0.009843291714787483"
"215","2606.5","2602","2611","0.004221363691613078","0.003347786609083414","0.004796487744897604","2606.5","2602","2611","0.04323286823928356","0.030599016696214676","0.055162589997053146","2606.5","2602","2611","0.007954066013917327","0.005872377194464207","0.011135605163872242"
"216","2618.5","2614","2623","0.0039244125131517645","0.0030442075803875923","0.005018039606511593","2618.5","2614","2623","0.03834918197244406","0.030775388702750206","0.052030112594366074","2618.5","2614","2623","0.007881282269954682","0.006518570706248283","0.010694327764213085"
"217","2630.5","2626","2635","0.0035406783455982803","0.003043149830773473","0.004358840174973011","2630.5","2626","2635","0.03503729999065399","0.02981416881084442","0.041934967041015625","2630.5","2626","2635","0.007883981056511401","0.005942979361861944","0.010027727112174034"
"218","2642.5","2638","2647","0.004116123565472663","0.003569055115804076","0.004809207748621702","2642.5","2638","2647","0.03923052623867988","0.03226044774055481","0.050843819975852966","2642.5","2638","2647","0.008448832109570504","0.0065820487216115","0.01021391712129116"
"219","2655","2650","2660","0.003968096401711757","0.0032073226757347584","0.005383844953030348","2655","2650","2660","0.03894126347520135","0.03068523108959198","0.04822267219424248","2655","2650","2660","0.009174358269030397","0.006228774320334196","0.011131541803479195"
"220","2667.5","2663","2672","0.0037750596180558204","0.0032878851052373648","0.0044066342525184155","2667.5","2663","2672","0.03774626106023789","0.031321678310632706","0.046588048338890076","2667.5","2663","2672","0.008015398681163789","0.006820248439908028","0.008843251504004002"
"221","2679.5","2675","2684","0.0038093284238129854","0.0029421753715723753","0.0048867263831198215","2679.5","2675","2684","0.03725745882838964","0.02653992921113968","0.05719892308115959","2679.5","2675","2684","0.007335867453366518","0.005719509907066822","0.00875298772007227"
"222","2691.5","2687","2696","0.0037582324352115394","0.0027510798536241055","0.0052131242118775845","2691.5","2687","2696","0.03632311504334211","0.027344442903995514","0.06245873495936394","2691.5","2687","2696","0.008429720345884562","0.007250268943607807","0.010426545515656471"
"223","2703.5","2699","2708","0.0038450134685263037","0.003219298319891095","0.00521751819178462","2703.5","2699","2708","0.03692345172166824","0.027165059000253677","0.05310452729463577","2703.5","2699","2708","0.007925422955304384","0.006394415628165007","0.010146794840693474"
"224","2715.5","2711","2720","0.003825025400146842","0.0027284331154078245","0.005074750166386366","2715.5","2711","2720","0.037509255856275556","0.03150899335741997","0.05331926420331001","2715.5","2711","2720","0.008132329443469644","0.006325121968984604","0.011538341641426086"
"225","2727.5","2723","2732","0.003491477086208761","0.0029073315672576427","0.004449477884918451","2727.5","2723","2732","0.033946247026324275","0.030434027314186096","0.040834940969944","2727.5","2723","2732","0.0072995837777853016","0.005304189398884773","0.008559543639421463"
"226","2739.5","2735","2744","0.0036280097905546428","0.0030877364333719015","0.004825906362384558","2739.5","2735","2744","0.03725696280598641","0.024704379960894585","0.05246233940124512","2739.5","2735","2744","0.008308822428807617","0.005729626398533583","0.010316947475075722"
"227","2751.5","2747","2756","0.003655744856223464","0.002831295831128955","0.0043631955049932","2751.5","2747","2756","0.03449289351701736","0.029597114771604538","0.04401453956961632","2751.5","2747","2756","0.007878710748627782","0.005492018070071936","0.009447010233998299"
"228","2763.5","2759","2768","0.0037238711258396505","0.0031012718100100756","0.004388565197587013","2763.5","2759","2768","0.03632266130298376","0.026800459250807762","0.052517302334308624","2763.5","2759","2768","0.007480803178623319","0.00607785489410162","0.009981488808989525"
"229","2776","2771","2781","0.0037928379606455564","0.003169449046254158","0.005355952773243189","2776","2771","2781","0.0366307178681547","0.03113575279712677","0.04487898573279381","2776","2771","2781","0.007468618791211735","0.004136170260608196","0.00946210790425539"
"230","2788.5","2784","2793","0.003693328215740621","0.003201933577656746","0.004371986724436283","2788.5","2784","2793","0.034746498055756095","0.02877153642475605","0.042900536209344864","2788.5","2784","2793","0.007731364434584975","0.0052462974563241005","0.009288642555475235"
"231","2800.5","2796","2805","0.003663590201176703","0.0031811892986297607","0.004127015825361013","2800.5","2796","2805","0.037101104483008386","0.028511129319667816","0.04840803146362305","2800.5","2796","2805","0.007564224349334836","0.00573517382144928","0.009153630584478378"
