"epoch","yv5s-coco-zipf-loss-weights-tuned - _step","yv5s-coco-zipf-loss-weights-tuned - _step__MIN","yv5s-coco-zipf-loss-weights-tuned - _step__MAX","yv5s-coco-zipf-loss-weights-tuned - cls","yv5s-coco-zipf-loss-weights-tuned - cls__MIN","yv5s-coco-zipf-loss-weights-tuned - cls__MAX","yv5s-coco-zipf-loss-weights - _step","yv5s-coco-zipf-loss-weights - _step__MIN","yv5s-coco-zipf-loss-weights - _step__MAX","yv5s-coco-zipf-loss-weights - cls","yv5s-coco-zipf-loss-weights - cls__MIN","yv5s-coco-zipf-loss-weights - cls__MAX","yv5s-coco-zipf - _step","yv5s-coco-zipf - _step__MIN","yv5s-coco-zipf - _step__MAX","yv5s-coco-zipf - cls","yv5s-coco-zipf - cls__MIN","yv5s-coco-zipf - cls__MAX"
"33","404.5","400","409","0.008504885993897916","0.007854453288018703","0.009435752406716347","404.5","400","409","0.09662795588374137","0.08851899206638336","0.10556358098983765","404.5","400","409","0.019360100477933885","0.0169418603181839","0.02124645747244358"
"34","416.5","412","421","0.008811554219573737","0.007099336478859186","0.011358971707522869","416.5","412","421","0.09938873797655105","0.07586602121591568","0.12757471203804016","416.5","412","421","0.020924495719373225","0.019066350534558296","0.024531075730919838"
"35","428.5","424","433","0.008835978247225285","0.0074555762112140656","0.010761774145066738","428.5","424","433","0.09857983589172363","0.08160839974880219","0.12046997249126434","428.5","424","433","0.020284989662468434","0.016506366431713104","0.024716859683394432"
"36","440.5","436","445","0.009736694023013115","0.008416886441409588","0.011499106884002686","440.5","436","445","0.10365713015198708","0.09212324023246765","0.11740200966596603","440.5","436","445","0.019585942663252354","0.01791139878332615","0.022828929126262665"
"37","452.5","448","457","0.009104574657976627","0.008149826899170876","0.009741033427417278","452.5","448","457","0.10305104926228523","0.09361443668603897","0.12393953651189804","452.5","448","457","0.02012178022414446","0.019097380340099335","0.021852627396583557"
"38","464.5","460","469","0.009383693058043718","0.00783698633313179","0.010649584233760834","464.5","460","469","0.10333199873566627","0.0855410248041153","0.12279433012008667","464.5","460","469","0.019802615232765674","0.017724258825182915","0.02203264832496643"
"39","477","472","482","0.00862887662581422","0.007720552384853363","0.010740969330072403","477","472","482","0.09706653315912593","0.08228187263011932","0.11687757819890976","477","472","482","0.020436104217713528","0.015772990882396698","0.032267358154058456"
"40","489.5","485","494","0.008352559059858322","0.00767745403572917","0.009347810409963131","489.5","485","494","0.09353803843259811","0.08969169855117798","0.09921038895845413","489.5","485","494","0.01891697756946087","0.016091113910079002","0.02223014645278454"
"41","501.5","497","506","0.00856907144188881","0.007183104753494263","0.009157650172710419","501.5","497","506","0.09378793314099312","0.08539380878210068","0.10646985471248627","501.5","497","506","0.018379202298820018","0.01486174575984478","0.022074773907661438"
"42","513.5","509","518","0.008607508428394795","0.00694810226559639","0.00986231304705143","513.5","509","518","0.09294447153806687","0.07504047453403473","0.10580141097307205","513.5","509","518","0.01927601806819439","0.0164498258382082","0.02763952687382698"
"43","525.5","521","530","0.008363793231546878","0.0073838010430336","0.00998313631862402","525.5","521","530","0.0952123261988163","0.07825250178575516","0.10910604894161224","525.5","521","530","0.018688262812793253","0.015235789120197296","0.021422071382403374"
"44","537.5","533","542","0.008496539248153568","0.007458974607288837","0.009631291963160038","537.5","533","542","0.09382122755050659","0.08272448182106018","0.1031617671251297","537.5","533","542","0.018750549480319022","0.015514036640524864","0.02211129292845726"
"45","549.5","545","554","0.008218273008242249","0.006595639977604151","0.00990937277674675","549.5","545","554","0.0892886608839035","0.07808898389339447","0.10819492489099503","549.5","545","554","0.0195851506665349","0.017344864085316658","0.022513234987854958"
"46","561.5","557","566","0.008242683298885823","0.0073750982992351055","0.01035136729478836","561.5","557","566","0.09070781543850899","0.07683680951595306","0.10468833893537521","561.5","557","566","0.018835510313510894","0.014940103515982628","0.021643023937940598"
"47","573.5","569","578","0.00851344857364893","0.006527902092784643","0.00981922447681427","573.5","569","578","0.09480705410242081","0.08122014999389648","0.10365135222673416","573.5","569","578","0.01842925027012825","0.01535794511437416","0.022021308541297913"
"48","585.5","581","590","0.008461789507418872","0.0075142825953662395","0.009934202767908573","585.5","581","590","0.09224850162863732","0.07866290211677551","0.1017192155122757","585.5","581","590","0.018238739296793937","0.015628624707460403","0.020918648689985275"
"49","598","593","603","0.008670870087702166","0.00736108748242259","0.010320133529603481","598","593","603","0.09408207508650693","0.08082512021064758","0.10602189600467682","598","593","603","0.017931228842247616","0.014755245298147202","0.021571200340986252"
"50","610.5","606","615","0.008477197587490081","0.00745822349563241","0.010004338808357716","610.5","606","615","0.09300543069839477","0.07511377334594727","0.10780471563339233","610.5","606","615","0.017088273912668227","0.014023146592080593","0.022274816408753395"
"51","622.5","618","627","0.007812694134190678","0.006969615817070007","0.008523683063685894","622.5","618","627","0.08715236186981201","0.07143278419971466","0.1042311042547226","622.5","618","627","0.016917451191693543","0.01505548320710659","0.020948853343725204"
"52","634.5","630","639","0.008084050752222538","0.00652580801397562","0.00957505963742733","634.5","630","639","0.08855106979608536","0.07665112614631653","0.10617220401763916","634.5","630","639","0.016987145692110062","0.01433400996029377","0.01949384994804859"
"53","646.5","642","651","0.008554898714646698","0.00713895121589303","0.00923726987093687","646.5","642","651","0.09344441071152687","0.08013381063938141","0.1043943390250206","646.5","642","651","0.016960404254496096","0.013761589303612709","0.02099212259054184"
"54","658.5","654","663","0.008244023378938436","0.007265567313879728","0.00950950663536787","658.5","654","663","0.0888258010149002","0.07991144806146622","0.10204359143972397","658.5","654","663","0.016014667134732007","0.014074523001909256","0.018859561532735825"
"55","670.5","666","675","0.007763279788196087","0.006256298627704382","0.009569133631885052","670.5","666","675","0.08378329053521157","0.07214874029159546","0.09851181507110596","670.5","666","675","0.017096939403563736","0.01369331032037735","0.019843239337205887"
"56","682.5","678","687","0.008174124360084533","0.006257005035877228","0.009177935309708118","682.5","678","687","0.08757511302828788","0.07000382244586945","0.10055240988731384","682.5","678","687","0.017895061150193216","0.015796151012182236","0.020693901926279068"
"57","694.5","690","699","0.007716589700430631","0.006535706575959921","0.009038488380610943","694.5","690","699","0.08701843470335006","0.07369106262922287","0.10932629555463791","694.5","690","699","0.0168502701446414","0.015481434762477875","0.01912238821387291"
"58","706.5","702","711","0.007973447674885392","0.007036680821329355","0.009996511042118073","706.5","702","711","0.08701134920120239","0.07507132738828659","0.10398581624031067","706.5","702","711","0.017269000597298145","0.013947524130344391","0.02195737138390541"
"59","719","714","724","0.007460036823018031","0.006727637257426977","0.00817892886698246","719","714","724","0.07880805974656885","0.0695127546787262","0.09663987159729004","719","714","724","0.01662247551774437","0.01403110008686781","0.01895630732178688"
"60","731.5","727","736","0.007396859303116799","0.0063476599752902985","0.008447017520666122","731.5","727","736","0.0803071141242981","0.06873742491006851","0.0932869017124176","731.5","727","736","0.016610144823789596","0.014455482363700867","0.019486524164676666"
"61","743.5","739","748","0.007331843487918377","0.00585555424913764","0.009084425866603851","743.5","739","748","0.08118460401892662","0.06916876137256622","0.09733408689498901","743.5","739","748","0.016082751750946044","0.014180673286318779","0.018602948635816574"
"62","755.5","751","760","0.007217639358714223","0.0058432030491530895","0.008144409395754337","755.5","751","760","0.08284181281924248","0.06427556276321411","0.09541769325733185","755.5","751","760","0.016524458397179843","0.013443156145513058","0.019834663718938828"
"63","767.5","763","772","0.007815471244975924","0.00636343052610755","0.008987895213067532","767.5","763","772","0.08368840664625168","0.06539073586463928","0.09570331871509552","767.5","763","772","0.017142181843519212","0.012588027864694595","0.020292699337005615"
"64","779.5","775","784","0.00750135607086122","0.006368414498865604","0.008724823594093323","779.5","775","784","0.0825844019651413","0.06799033284187317","0.09366056323051453","779.5","775","784","0.016491422057151796","0.014300951734185219","0.0193770918995142"
"65","791.5","787","796","0.007497653039172292","0.006201573647558689","0.008751505054533482","791.5","787","796","0.08146060034632682","0.06848238408565521","0.09454979002475739","791.5","787","796","0.015577379241585731","0.013152768835425377","0.019499963149428368"
"66","803.5","799","808","0.0076131945941597225","0.006543491967022419","0.009283206425607204","803.5","799","808","0.08147954866290093","0.07062482833862305","0.09122909605503082","803.5","799","808","0.015480104926973581","0.012293968349695206","0.019019724801182747"
"67","815.5","811","820","0.00729750501923263","0.006090110633522272","0.008315321989357471","815.5","811","820","0.08357684314250946","0.0749833881855011","0.09321244060993195","815.5","811","820","0.015710325352847575","0.013175111263990402","0.017697669565677643"
"68","827.5","823","832","0.007556359702721238","0.00622864905744791","0.00829419493675232","827.5","823","832","0.08244160935282707","0.07226540893316269","0.09532642364501953","827.5","823","832","0.016166257206350565","0.012622245587408543","0.018117299303412437"
"69","840","835","845","0.006962953135371208","0.006277633365243673","0.00861890148371458","840","835","845","0.07577477463267067","0.06425459682941437","0.08512520790100098","840","835","845","0.01592115050351078","0.01282154954969883","0.018307313323020935"
"70","852.5","848","857","0.006760261999443173","0.005992543883621693","0.00764850527048111","852.5","848","857","0.07265830338001251","0.06382005661725998","0.08465662598609924","852.5","848","857","0.01621017837896943","0.013925614766776562","0.01868092641234398"
"71","864.5","860","869","0.007223884947597981","0.005702073685824871","0.008363332599401474","864.5","860","869","0.0804304376244545","0.0689249113202095","0.08919979631900787","864.5","860","869","0.014978466369211674","0.01310972310602665","0.018124651163816452"
"72","876.5","872","881","0.007172903651371599","0.006606892682611942","0.00801469013094902","876.5","872","881","0.07836037203669548","0.07139860838651657","0.0866604894399643","876.5","872","881","0.016057115420699118","0.013679389841854572","0.018284760415554047"
"73","888.5","884","893","0.007419555634260178","0.0061841197311878204","0.008748172782361507","888.5","884","893","0.08233589679002762","0.06522291153669357","0.09824222326278687","888.5","884","893","0.014798271376639605","0.012931346893310547","0.017684664577245712"
"74","900.5","896","905","0.007162662455812097","0.0056801713071763515","0.008362517692148685","900.5","896","905","0.07831670343875885","0.06826747208833694","0.08719219267368317","900.5","896","905","0.015379539038985968","0.01314322929829359","0.018482357263565063"
"75","912.5","908","917","0.006893397634848952","0.005632978864014149","0.00812075287103653","912.5","908","917","0.07625662609934807","0.06552310287952423","0.08805616199970245","912.5","908","917","0.014978311769664288","0.011514147743582726","0.017380502074956894"
"76","924.5","920","929","0.007674606144428253","0.006307277828454971","0.009241323918104172","924.5","920","929","0.08206596076488495","0.06917300075292587","0.10184235870838165","924.5","920","929","0.014835420250892638","0.012945367023348808","0.017278295010328293"
"77","936.5","932","941","0.006959625799208879","0.006181756500154734","0.008295834064483643","936.5","932","941","0.07339790239930152","0.05883941799402237","0.09810703992843628","936.5","932","941","0.015404116827994585","0.012781120836734772","0.01783769764006138"
"78","948.5","944","953","0.006927564041689038","0.0061855013482272625","0.008721310645341873","948.5","944","953","0.07731273099780082","0.06642685830593109","0.11149248480796814","948.5","944","953","0.01519560543820262","0.010788214392960072","0.017291322350502014"
"79","961","956","966","0.006791659673167901","0.0059334770776331425","0.007755907718092203","961","956","966","0.07663951069116592","0.0626964345574379","0.09448288381099701","961","956","966","0.015006476166573439","0.012747940607368946","0.017990298569202423"
"80","973.5","969","978","0.007210465939715504","0.006012659519910812","0.008510581217706203","973.5","969","978","0.07914718165993691","0.0630025789141655","0.09624285995960236","973.5","969","978","0.01442021606490016","0.011488080024719238","0.016760196536779404"
"81","985.5","981","990","0.007084740092977881","0.006017749197781086","0.008455988951027393","985.5","981","990","0.07698078006505966","0.06523167341947556","0.09028966724872589","985.5","981","990","0.014756815135478973","0.012681764550507069","0.017393987625837326"
"82","997.5","993","1002","0.006620521750301122","0.005517409648746252","0.007612503599375486","997.5","993","1002","0.07135563790798187","0.06439071893692017","0.08061505109071732","997.5","993","1002","0.015112047735601663","0.012851940467953682","0.01724398508667946"
"83","1009.5","1005","1014","0.007181652821600437","0.005850231274962425","0.007905072532594204","1009.5","1005","1014","0.07979641407728195","0.06732910126447678","0.08949514478445053","1009.5","1005","1014","0.014487298298627138","0.01258007436990738","0.016636153683066368"
"84","1021.5","1017","1026","0.006500421790406108","0.005414727609604597","0.007413832936435938","1021.5","1017","1026","0.06951246783137321","0.05584774911403656","0.07985367625951767","1021.5","1017","1026","0.014833158627152444","0.012452185153961182","0.017798468470573425"
"85","1033.5","1029","1038","0.006969266664236784","0.0060814800672233105","0.009108765982091427","1033.5","1029","1038","0.07783437967300415","0.06696590781211853","0.09361732006072998","1033.5","1029","1038","0.01470239032059908","0.013243609108030796","0.016169194132089615"
"86","1045.5","1041","1050","0.0064479634165763855","0.005483763292431831","0.007943202741444111","1045.5","1041","1050","0.06899025775492192","0.05741165950894356","0.08472862094640732","1045.5","1041","1050","0.01455993251875043","0.01276148110628128","0.017145611345767975"
"87","1057.5","1053","1062","0.006617023888975382","0.005480039864778519","0.007773467339575291","1057.5","1053","1062","0.07283841148018837","0.059227511286735535","0.08680564910173416","1057.5","1053","1062","0.014323264081031083","0.01199161447584629","0.016531096771359444"
"88","1069.5","1065","1074","0.0066754516214132305","0.005383515264838934","0.007723045535385609","1069.5","1065","1074","0.06766136102378369","0.061751630157232285","0.07467269152402878","1069.5","1065","1074","0.014807654917240143","0.01267564482986927","0.016484346240758896"
"89","1082","1077","1087","0.006855602587827228","0.005954274442046881","0.008205312304198742","1082","1077","1087","0.0717683346434073","0.06251387298107147","0.08620543777942657","1082","1077","1087","0.014802823351188139","0.01264885812997818","0.01768120564520359"
"90","1094.5","1090","1099","0.006251843832433224","0.005725407041609287","0.007157839369028807","1094.5","1090","1099","0.06961727514863014","0.06205011159181595","0.0793125256896019","1094.5","1090","1099","0.013887404929846525","0.011735392734408379","0.016621554270386696"
"91","1106.5","1102","1111","0.006739337462931871","0.005594357848167419","0.008019738830626011","1106.5","1102","1111","0.07111361920833588","0.059450663626194","0.08478392660617828","1106.5","1102","1111","0.013520082365721465","0.011687356047332287","0.01598510891199112"
"92","1118.5","1114","1123","0.006581698125228286","0.005635042674839497","0.00798661820590496","1118.5","1114","1123","0.07326360903680325","0.057556573301553726","0.0905422568321228","1118.5","1114","1123","0.014492573868483304","0.012322952970862389","0.01703118532896042"
"93","1130.5","1126","1135","0.00666246865876019","0.005106403958052397","0.007511941250413656","1130.5","1126","1135","0.0728286050260067","0.05891214311122894","0.09108404815196991","1130.5","1126","1135","0.013288222718983889","0.011548390612006187","0.015544900670647621"
"94","1142.5","1138","1147","0.006648985808715225","0.004988870117813349","0.00857881922274828","1142.5","1138","1147","0.07338482663035392","0.057222262024879456","0.08415039628744125","1142.5","1138","1147","0.013676510006189347","0.012275150045752525","0.016359642148017883"
"95","1154.5","1150","1159","0.006526315957307816","0.005344353150576353","0.007857047021389008","1154.5","1150","1159","0.07255991995334625","0.058593377470970154","0.08825962990522385","1154.5","1150","1159","0.013472325354814529","0.011330976150929928","0.01681249588727951"
"96","1166.5","1162","1171","0.006383204553276301","0.005525507032871246","0.007181538734585047","1166.5","1162","1171","0.06969301849603653","0.06536603718996048","0.07390110194683075","1166.5","1162","1171","0.013678562827408314","0.011050280183553696","0.016496993601322174"
"97","1178.5","1174","1183","0.006324721639975906","0.0054013910703361034","0.007572324015200138","1178.5","1174","1183","0.06739032492041588","0.054562948644161224","0.07993147522211075","1178.5","1174","1183","0.01365696182474494","0.011465238407254219","0.0164105836302042"
"98","1190.5","1186","1195","0.0066886048298329115","0.0053819227032363415","0.008107642643153667","1190.5","1186","1195","0.0741957351565361","0.059713445603847504","0.08845795691013336","1190.5","1186","1195","0.013839178346097469","0.010916450060904026","0.016628049314022064"
"99","1203","1198","1208","0.006599693453278054","0.003550747176632285","0.009452353231608868","1203","1198","1208","0.07196042585101994","0.053312018513679504","0.09385326504707336","1203","1198","1208","0.013769875111227686","0.011925076134502888","0.016866225749254227"
"100","1215.5","1211","1220","0.006330963876098395","0.00490961316972971","0.007430476136505604","1215.5","1211","1220","0.06718265190720558","0.05059840530157089","0.09175723791122437","1215.5","1211","1220","0.013329050410538912","0.009080538526177406","0.01643705926835537"
"101","1227.5","1223","1232","0.00613620257936418","0.004669755231589079","0.008121705614030361","1227.5","1223","1232","0.06361699737608432","0.053234003484249115","0.07503543049097061","1227.5","1223","1232","0.013109927158802747","0.011422615498304367","0.016469333320856094"
"102","1239.5","1235","1244","0.006468807300552726","0.005364619195461273","0.007452161516994238","1239.5","1235","1244","0.06924187839031219","0.06343260407447815","0.08427754789590836","1239.5","1235","1244","0.013404908217489719","0.010667781345546246","0.01595097780227661"
"103","1251.5","1247","1256","0.0061718957964330915","0.005313926842063665","0.008114947937428951","1251.5","1247","1256","0.06624905206263065","0.05749053135514259","0.07432188093662262","1251.5","1247","1256","0.013600616063922644","0.010862704366445541","0.01506844349205494"
"104","1263.5","1259","1268","0.006283961143344641","0.004539962857961655","0.00835336185991764","1263.5","1259","1268","0.0654968973249197","0.05374850332736969","0.08384016156196594","1263.5","1259","1268","0.01289392076432705","0.011850489303469658","0.014050299301743507"
"105","1275.5","1271","1280","0.005858252523466945","0.004707342945039272","0.006934330798685551","1275.5","1271","1280","0.06293252967298031","0.05380405858159065","0.07697083055973053","1275.5","1271","1280","0.013227126840502024","0.011948748491704464","0.015228165313601494"
"106","1287.5","1283","1292","0.006364002218469977","0.005862531252205372","0.0072948322631418705","1287.5","1283","1292","0.06781014204025268","0.060823578387498856","0.0770251601934433","1287.5","1283","1292","0.013488275930285454","0.010543091222643852","0.01680001989006996"
"107","1299.5","1295","1304","0.00596768637187779","0.004825594834983349","0.0076838331297039986","1299.5","1295","1304","0.0636143870651722","0.0525461845099926","0.08141696453094482","1299.5","1295","1304","0.01357436627149582","0.011614772491157055","0.01715860515832901"
"108","1311.5","1307","1316","0.005983019294217229","0.004584325011819601","0.007723442744463682","1311.5","1307","1316","0.0638267669826746","0.05442681908607483","0.07811357825994492","1311.5","1307","1316","0.01310037998482585","0.010513350367546082","0.015628276392817497"
"109","1324","1319","1329","0.005575592502612959","0.0048376754857599735","0.006617264356464148","1324","1319","1329","0.06029624424197457","0.04771706089377403","0.07103821635246277","1324","1319","1329","0.013219061222943392","0.010463748127222061","0.015963472425937653"
"110","1336.5","1332","1341","0.005745463725179434","0.004710971377789974","0.007001509424299002","1336.5","1332","1341","0.060828423500061034","0.04842497408390045","0.07011131197214127","1336.5","1332","1341","0.013795725721865892","0.01169547252357006","0.01694578491151333"
"111","1348.5","1344","1353","0.006157958414405584","0.005385649390518665","0.00696134427562356","1348.5","1344","1353","0.06451046913862228","0.05381305143237114","0.07618213444948196","1348.5","1344","1353","0.012209121882915498","0.01010238379240036","0.01391310803592205"
"112","1360.5","1356","1365","0.0063554317690432075","0.005096574313938618","0.007888777181506157","1360.5","1356","1365","0.06714746952056885","0.05617246776819229","0.08902819454669952","1360.5","1356","1365","0.012426771409809589","0.010594582185149193","0.01409856416285038"
"113","1372.5","1368","1377","0.005753486091271043","0.0041703092865645885","0.0074000172317028046","1372.5","1368","1377","0.060759666562080386","0.04770975559949875","0.07458135485649109","1372.5","1368","1377","0.012618776317685843","0.010895729064941406","0.015907887369394302"
"114","1384.5","1380","1389","0.005767641169950366","0.004833802115172148","0.00715843727812171","1384.5","1380","1389","0.06118562035262585","0.05330605059862137","0.07550030201673508","1384.5","1380","1389","0.01279238061979413","0.009916722774505615","0.014271915890276432"
"115","1396.5","1392","1401","0.005497490940615535","0.004854800179600716","0.006676909513771534","1396.5","1392","1401","0.059988345578312875","0.05069127678871155","0.07349418103694916","1396.5","1392","1401","0.013021774869412184","0.01079162023961544","0.015620255842804909"
"116","1408.5","1404","1413","0.005848888494074345","0.004711734596639872","0.0068039014004170895","1408.5","1404","1413","0.06289102733135224","0.05465658754110336","0.07722612470388412","1408.5","1404","1413","0.012566952966153622","0.010653440840542316","0.015615496784448624"
"117","1420.5","1416","1425","0.005874491389840841","0.004313056357204914","0.006741954479366541","1420.5","1416","1425","0.060445158183574675","0.04973266273736954","0.07340399920940399","1420.5","1416","1425","0.01210463847965002","0.010412747040390968","0.01594744436442852"
